CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2022,CA-507,"Black, African American or African",In_Combination,84
2022,CA-507,Hispanic/Latina/e/o,Alone,102
2022,CA-507,Hispanic/Latina/e/o,Alone or In Combination,459
2022,CA-507,Hispanic/Latina/e/o,In_Combination,357
2022,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-507,Native Hawaiian or Pacific Islander,Alone or In Combination,15
2022,CA-507,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-507,White,Alone,801
2022,CA-507,White,Alone or In Combination,1115
2022,CA-507,White,In_Combination,314
2022,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,31
2022,CA-508,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,197
2022,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,166
2022,CA-508,Asian or Asian American,Alone,*
2022,CA-508,Asian or Asian American,Alone or In Combination,23
2022,CA-508,Asian or Asian American,In_Combination,13
2022,CA-508,"Black, African American or African",Alone,83
2022,CA-508,"Black, African American or African",Alone or In Combination,117
2022,CA-508,"Black, African American or African",In_Combination,34
2022,CA-508,Hispanic/Latina/e/o,Alone,71
2022,CA-508,Hispanic/Latina/e/o,Alone or In Combination,869
2022,CA-508,Hispanic/Latina/e/o,In_Combination,798
2022,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-508,Native Hawaiian or Pacific Islander,Alone or In Combination,27
2022,CA-508,Native Hawaiian or Pacific Islander,In_Combination,19
2022,CA-508,White,Alone,764
2022,CA-508,White,Alone or In Combination,1464
2022,CA-508,White,In_Combination,700
2022,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,165
2022,CA-509,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,320
2022,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,155
2022,CA-509,Asian or Asian American,Alone,*
2022,CA-509,Asian or Asian American,Alone or In Combination,16
2022,CA-509,Asian or Asian American,In_Combination,*
2022,CA-509,"Black, African American or African",Alone,45
2022,CA-509,"Black, African American or African",Alone or In Combination,80
2022,CA-509,"Black, African American or African",In_Combination,35
2022,CA-509,Hispanic/Latina/e/o,Alone,15
2022,CA-509,Hispanic/Latina/e/o,Alone or In Combination,338
2022,CA-509,Hispanic/Latina/e/o,In_Combination,323
2022,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-509,Native Hawaiian or Pacific Islander,Alone or In Combination,17
2022,CA-509,Native Hawaiian or Pacific Islander,In_Combination,15
2022,CA-509,White,Alone,1050
2022,CA-509,White,Alone or In Combination,1381
2022,CA-509,White,In_Combination,331
2022,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,80
2022,CA-510,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,458
2022,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,378
2022,CA-510,Asian or Asian American,Alone,58
2022,CA-510,Asian or Asian American,Alone or In Combination,163
2022,CA-510,Asian or Asian American,In_Combination,105
2022,CA-510,"Black, African American or African",Alone,672
2022,CA-510,"Black, African American or African",Alone or In Combination,1006
2022,CA-510,"Black, African American or African",In_Combination,334
2022,CA-510,Hispanic/Latina/e/o,Alone,392
2022,CA-510,Hispanic/Latina/e/o,Alone or In Combination,2365
2022,CA-510,Hispanic/Latina/e/o,In_Combination,1973
2022,CA-510,Native Hawaiian or Pacific Islander,Alone,56
2022,CA-510,Native Hawaiian or Pacific Islander,Alone or In Combination,161
2022,CA-510,Native Hawaiian or Pacific Islander,In_Combination,105
2022,CA-510,White,Alone,2469
2022,CA-510,White,Alone or In Combination,4472
2022,CA-510,White,In_Combination,2003
2022,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,54
2022,CA-511,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,305
2022,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,251
2022,CA-511,Asian or Asian American,Alone,245
2022,CA-511,Asian or Asian American,Alone or In Combination,442
2022,CA-511,Asian or Asian American,In_Combination,197
2022,CA-511,"Black, African American or African",Alone,2767
2022,CA-511,"Black, African American or African",Alone or In Combination,3340
2022,CA-511,"Black, African American or African",In_Combination,573
2022,CA-511,Hispanic/Latina/e/o,Alone,475
2022,CA-511,Hispanic/Latina/e/o,Alone or In Combination,3018
2022,CA-511,Hispanic/Latina/e/o,In_Combination,2543
2022,CA-511,Native Hawaiian or Pacific Islander,Alone,65
2022,CA-511,Native Hawaiian or Pacific Islander,Alone or In Combination,189
2022,CA-511,Native Hawaiian or Pacific Islander,In_Combination,124
2022,CA-511,White,Alone,1849
2022,CA-511,White,Alone or In Combination,4433
2022,CA-511,White,In_Combination,2584
2022,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,38
2022,CA-512,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,209
2022,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,171
2022,CA-512,Asian or Asian American,Alone,175
2022,CA-512,Asian or Asian American,Alone or In Combination,226
2022,CA-512,Asian or Asian American,In_Combination,51
2022,CA-512,"Black, African American or African",Alone,630
2022,CA-512,"Black, African American or African",Alone or In Combination,717
2022,CA-512,"Black, African American or African",In_Combination,87
2022,CA-512,Hispanic/Latina/e/o,Alone,148
2022,CA-512,Hispanic/Latina/e/o,Alone or In Combination,1534
2022,CA-512,Hispanic/Latina/e/o,In_Combination,1386
2022,CA-512,Native Hawaiian or Pacific Islander,Alone,306
2022,CA-512,Native Hawaiian or Pacific Islander,Alone or In Combination,355
2022,CA-512,Native Hawaiian or Pacific Islander,In_Combination,49
2022,CA-512,White,Alone,1045
2022,CA-512,White,Alone or In Combination,2340
2022,CA-512,White,In_Combination,1295
2022,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,84
2022,CA-513,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,258
2022,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,174
2022,CA-513,Asian or Asian American,Alone,18
2022,CA-513,Asian or Asian American,Alone or In Combination,27
2022,CA-513,Asian or Asian American,In_Combination,*
2022,CA-513,"Black, African American or African",Alone,439
2022,CA-513,"Black, African American or African",Alone or In Combination,546
2022,CA-513,"Black, African American or African",In_Combination,107
2022,CA-513,Hispanic/Latina/e/o,Alone,137
2022,CA-513,Hispanic/Latina/e/o,Alone or In Combination,2399
2022,CA-513,Hispanic/Latina/e/o,In_Combination,2262
2022,CA-513,Native Hawaiian or Pacific Islander,Alone,21
2022,CA-513,Native Hawaiian or Pacific Islander,Alone or In Combination,53
2022,CA-513,Native Hawaiian or Pacific Islander,In_Combination,32
2022,CA-513,White,Alone,1317
2022,CA-513,White,Alone or In Combination,3445
2022,CA-513,White,In_Combination,2128
2022,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,204
2022,CA-514,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,567
2022,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,363
2022,CA-514,Asian or Asian American,Alone,230
2022,CA-514,Asian or Asian American,Alone or In Combination,270
2022,CA-514,Asian or Asian American,In_Combination,40
2022,CA-514,"Black, African American or African",Alone,1635
2022,CA-514,"Black, African American or African",Alone or In Combination,1903
2022,CA-514,"Black, African American or African",In_Combination,268
2022,CA-514,Hispanic/Latina/e/o,Alone,534
2022,CA-514,Hispanic/Latina/e/o,Alone or In Combination,4015
2022,CA-514,Hispanic/Latina/e/o,In_Combination,3481
2022,CA-514,Native Hawaiian or Pacific Islander,Alone,35
2022,CA-514,Native Hawaiian or Pacific Islander,Alone or In Combination,89
2022,CA-514,Native Hawaiian or Pacific Islander,In_Combination,54
2022,CA-514,White,Alone,2163
2022,CA-514,White,Alone or In Combination,5427
2022,CA-514,White,In_Combination,3264
2022,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,56
2022,CA-515,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,209
2022,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,153
2022,CA-515,Asian or Asian American,Alone,30
2022,CA-515,Asian or Asian American,Alone or In Combination,80
2022,CA-515,Asian or Asian American,In_Combination,50
2022,CA-515,"Black, African American or African",Alone,238
2022,CA-515,"Black, African American or African",Alone or In Combination,345
2022,CA-515,"Black, African American or African",In_Combination,107
2022,CA-515,Hispanic/Latina/e/o,Alone,71
2022,CA-515,Hispanic/Latina/e/o,Alone or In Combination,518
2022,CA-515,Hispanic/Latina/e/o,In_Combination,447
2022,CA-515,Native Hawaiian or Pacific Islander,Alone,25
2022,CA-515,Native Hawaiian or Pacific Islander,Alone or In Combination,64
2022,CA-515,Native Hawaiian or Pacific Islander,In_Combination,39
2022,CA-515,White,Alone,1602
2022,CA-515,White,Alone or In Combination,2095
2022,CA-515,White,In_Combination,493
2022,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,87
2022,CA-516,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,354
2022,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,267
2022,CA-516,Asian or Asian American,Alone,13
2022,CA-516,Asian or Asian American,Alone or In Combination,30
2022,CA-516,Asian or Asian American,In_Combination,17
2022,CA-516,"Black, African American or African",Alone,61
2022,CA-516,"Black, African American or African",Alone or In Combination,123
2022,CA-516,"Black, African American or African",In_Combination,62
2022,CA-516,Hispanic/Latina/e/o,Alone,27
2022,CA-516,Hispanic/Latina/e/o,Alone or In Combination,265
2022,CA-516,Hispanic/Latina/e/o,In_Combination,238
2022,CA-516,Native Hawaiian or Pacific Islander,Alone,12
2022,CA-516,Native Hawaiian or Pacific Islander,Alone or In Combination,49
2022,CA-516,Native Hawaiian or Pacific Islander,In_Combination,37
2022,CA-516,White,Alone,1577
2022,CA-516,White,Alone or In Combination,2029
2022,CA-516,White,In_Combination,452
2022,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,17
2022,CA-517,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,118
2022,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,101
2022,CA-517,Asian or Asian American,Alone,*
2022,CA-517,Asian or Asian American,Alone or In Combination,17
2022,CA-517,Asian or Asian American,In_Combination,*
2022,CA-517,"Black, African American or African",Alone,60
2022,CA-517,"Black, African American or African",Alone or In Combination,88
2022,CA-517,"Black, African American or African",In_Combination,28
2022,CA-517,Hispanic/Latina/e/o,Alone,29
2022,CA-517,Hispanic/Latina/e/o,Alone or In Combination,351
2022,CA-517,Hispanic/Latina/e/o,In_Combination,322
2022,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-517,Native Hawaiian or Pacific Islander,Alone or In Combination,14
2022,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-517,White,Alone,460
2022,CA-517,White,Alone or In Combination,736
2022,CA-517,White,In_Combination,276
2022,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,18
2022,CA-518,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,115
2022,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,97
2022,CA-518,Asian or Asian American,Alone,32
2022,CA-518,Asian or Asian American,Alone or In Combination,50
2022,CA-518,Asian or Asian American,In_Combination,18
2022,CA-518,"Black, African American or African",Alone,556
2022,CA-518,"Black, African American or African",Alone or In Combination,669
2022,CA-518,"Black, African American or African",In_Combination,113
2022,CA-518,Hispanic/Latina/e/o,Alone,20
2022,CA-518,Hispanic/Latina/e/o,Alone or In Combination,242
2022,CA-518,Hispanic/Latina/e/o,In_Combination,222
2022,CA-518,Native Hawaiian or Pacific Islander,Alone,22
2022,CA-518,Native Hawaiian or Pacific Islander,Alone or In Combination,48
2022,CA-518,Native Hawaiian or Pacific Islander,In_Combination,26
2022,CA-518,White,Alone,392
2022,CA-518,White,Alone or In Combination,626
2022,CA-518,White,In_Combination,234
2022,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,72
2022,CA-519,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,244
2022,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,172
2022,CA-519,Asian or Asian American,Alone,28
2022,CA-519,Asian or Asian American,Alone or In Combination,40
2022,CA-519,Asian or Asian American,In_Combination,12
2022,CA-519,"Black, African American or African",Alone,159
2022,CA-519,"Black, African American or African",Alone or In Combination,242
2022,CA-519,"Black, African American or African",In_Combination,83
2022,CA-519,Hispanic/Latina/e/o,Alone,31
2022,CA-519,Hispanic/Latina/e/o,Alone or In Combination,337
2022,CA-519,Hispanic/Latina/e/o,In_Combination,306
2022,CA-519,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-519,Native Hawaiian or Pacific Islander,Alone or In Combination,31
2022,CA-519,Native Hawaiian or Pacific Islander,In_Combination,23
2022,CA-519,White,Alone,1667
2022,CA-519,White,Alone or In Combination,2079
2022,CA-519,White,In_Combination,412
2022,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,36
2022,CA-520,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,173
2022,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,137
2022,CA-520,Asian or Asian American,Alone,41
2022,CA-520,Asian or Asian American,Alone or In Combination,55
2022,CA-520,Asian or Asian American,In_Combination,14
2022,CA-520,"Black, African American or African",Alone,454
2022,CA-520,"Black, African American or African",Alone or In Combination,599
2022,CA-520,"Black, African American or African",In_Combination,145
2022,CA-520,Hispanic/Latina/e/o,Alone,279
2022,CA-520,Hispanic/Latina/e/o,Alone or In Combination,1585
2022,CA-520,Hispanic/Latina/e/o,In_Combination,1306
2022,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-520,Native Hawaiian or Pacific Islander,Alone or In Combination,32
2022,CA-520,Native Hawaiian or Pacific Islander,In_Combination,25
2022,CA-520,White,Alone,729
2022,CA-520,White,Alone or In Combination,1979
2022,CA-520,White,In_Combination,1250
2022,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,28
2022,CA-521,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,74
2022,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,46
2022,CA-521,Asian or Asian American,Alone,11
2022,CA-521,Asian or Asian American,Alone or In Combination,22
2022,CA-521,Asian or Asian American,In_Combination,11
2022,CA-521,"Black, African American or African",Alone,282
2022,CA-521,"Black, African American or African",Alone or In Combination,322
2022,CA-521,"Black, African American or African",In_Combination,40
2022,CA-521,Hispanic/Latina/e/o,Alone,75
2022,CA-521,Hispanic/Latina/e/o,Alone or In Combination,476
2022,CA-521,Hispanic/Latina/e/o,In_Combination,401
2022,CA-521,Native Hawaiian or Pacific Islander,Alone,11
2022,CA-521,Native Hawaiian or Pacific Islander,Alone or In Combination,25
2022,CA-521,Native Hawaiian or Pacific Islander,In_Combination,14
2022,CA-521,White,Alone,524
2022,CA-521,White,Alone or In Combination,903
2022,CA-521,White,In_Combination,379
2022,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,198
2022,CA-522,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,409
2022,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,211
2022,CA-522,Asian or Asian American,Alone,16
2022,CA-522,Asian or Asian American,Alone or In Combination,31
2022,CA-522,Asian or Asian American,In_Combination,15
2022,CA-522,"Black, African American or African",Alone,82
2022,CA-522,"Black, African American or African",Alone or In Combination,128
2022,CA-522,"Black, African American or African",In_Combination,46
2022,CA-522,Hispanic/Latina/e/o,Alone,28
2022,CA-522,Hispanic/Latina/e/o,Alone or In Combination,229
2022,CA-522,Hispanic/Latina/e/o,In_Combination,201
2022,CA-522,Native Hawaiian or Pacific Islander,Alone,13
2022,CA-522,Native Hawaiian or Pacific Islander,Alone or In Combination,35
2022,CA-522,Native Hawaiian or Pacific Islander,In_Combination,22
2022,CA-522,White,Alone,1383
2022,CA-522,White,Alone or In Combination,1669
2022,CA-522,White,In_Combination,286
2022,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,22
2022,CA-523,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,50
2022,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,28
2022,CA-523,Asian or Asian American,Alone,17
2022,CA-523,Asian or Asian American,Alone or In Combination,17
2022,CA-523,Asian or Asian American,In_Combination,*
2022,CA-523,"Black, African American or African",Alone,15
2022,CA-523,"Black, African American or African",Alone or In Combination,25
2022,CA-523,"Black, African American or African",In_Combination,*
2022,CA-523,Hispanic/Latina/e/o,Alone,11
2022,CA-523,Hispanic/Latina/e/o,Alone or In Combination,175
2022,CA-523,Hispanic/Latina/e/o,In_Combination,164
2022,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-523,Native Hawaiian or Pacific Islander,Alone or In Combination,13
2022,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-523,White,Alone,428
2022,CA-523,White,Alone or In Combination,610
2022,CA-523,White,In_Combination,182
2022,CA-524,"American Indian, Alaska Native, or Indigenous",Alone,76
2022,CA-524,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,184
2022,CA-524,"American Indian, Alaska Native, or Indigenous",In_Combination,108
2022,CA-524,Asian or Asian American,Alone,26
2022,CA-524,Asian or Asian American,Alone or In Combination,40
2022,CA-524,Asian or Asian American,In_Combination,14
2022,CA-524,"Black, African American or African",Alone,203
2022,CA-524,"Black, African American or African",Alone or In Combination,259
2022,CA-524,"Black, African American or African",In_Combination,56
2022,CA-524,Hispanic/Latina/e/o,Alone,326
2022,CA-524,Hispanic/Latina/e/o,Alone or In Combination,670
2022,CA-524,Hispanic/Latina/e/o,In_Combination,344
2022,CA-524,Native Hawaiian or Pacific Islander,Alone,18
2022,CA-524,Native Hawaiian or Pacific Islander,Alone or In Combination,34
2022,CA-524,Native Hawaiian or Pacific Islander,In_Combination,16
2022,CA-524,White,Alone,1440
2022,CA-524,White,Alone or In Combination,1818
2022,CA-524,White,In_Combination,378
2022,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,14
2022,CA-525,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,31
2022,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,17
2022,CA-525,Asian or Asian American,Alone,*
2022,CA-525,Asian or Asian American,Alone or In Combination,*
2022,CA-525,Asian or Asian American,In_Combination,*
2022,CA-525,"Black, African American or African",Alone,22
2022,CA-525,"Black, African American or African",Alone or In Combination,28
2022,CA-525,"Black, African American or African",In_Combination,*
2022,CA-525,Hispanic/Latina/e/o,Alone,*
2022,CA-525,Hispanic/Latina/e/o,Alone or In Combination,65
2022,CA-525,Hispanic/Latina/e/o,In_Combination,61
2022,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-525,Native Hawaiian or Pacific Islander,Alone or In Combination,*
2022,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-525,White,Alone,336
2022,CA-525,White,Alone or In Combination,403
2022,CA-525,White,In_Combination,67
2022,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,17
2022,CA-526,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,70
2022,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,53
2022,CA-526,Asian or Asian American,Alone,*
2022,CA-526,Asian or Asian American,Alone or In Combination,*
2022,CA-526,Asian or Asian American,In_Combination,*
2022,CA-526,"Black, African American or African",Alone,15
2022,CA-526,"Black, African American or African",Alone or In Combination,29
2022,CA-526,"Black, African American or African",In_Combination,14
2022,CA-526,Hispanic/Latina/e/o,Alone,13
2022,CA-526,Hispanic/Latina/e/o,Alone or In Combination,193
2022,CA-526,Hispanic/Latina/e/o,In_Combination,180
2022,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-526,Native Hawaiian or Pacific Islander,Alone or In Combination,14
2022,CA-526,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-526,White,Alone,725
2022,CA-526,White,Alone or In Combination,917
2022,CA-526,White,In_Combination,192
2022,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,15
2022,CA-527,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,38
2022,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,23
2022,CA-527,Asian or Asian American,Alone,*
2022,CA-527,Asian or Asian American,Alone or In Combination,*
2022,CA-527,Asian or Asian American,In_Combination,*
2022,CA-527,"Black, African American or African",Alone,13
2022,CA-527,"Black, African American or African",Alone or In Combination,21
2022,CA-527,"Black, African American or African",In_Combination,*
2022,CA-527,Hispanic/Latina/e/o,Alone,23
2022,CA-527,Hispanic/Latina/e/o,Alone or In Combination,118
2022,CA-527,Hispanic/Latina/e/o,In_Combination,95
2022,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-527,Native Hawaiian or Pacific Islander,Alone or In Combination,*
2022,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-527,White,Alone,500
2022,CA-527,White,Alone or In Combination,608
2022,CA-527,White,In_Combination,108
2022,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,18
2022,CA-529,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,47
2022,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,29
2022,CA-529,Asian or Asian American,Alone,*
2022,CA-529,Asian or Asian American,Alone or In Combination,*
2022,CA-529,Asian or Asian American,In_Combination,*
2022,CA-529,"Black, African American or African",Alone,17
2022,CA-529,"Black, African American or African",Alone or In Combination,24
2022,CA-529,"Black, African American or African",In_Combination,*
2022,CA-529,Hispanic/Latina/e/o,Alone,*
2022,CA-529,Hispanic/Latina/e/o,Alone or In Combination,61
2022,CA-529,Hispanic/Latina/e/o,In_Combination,58
2022,CA-529,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-529,Native Hawaiian or Pacific Islander,Alone or In Combination,*
2022,CA-529,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-529,White,Alone,227
2022,CA-529,White,Alone or In Combination,269
2022,CA-529,White,In_Combination,42
2022,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,30
2022,CA-530,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,40
2022,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2022,CA-530,"Black, African American or African",Alone,*
2022,CA-530,"Black, African American or African",Alone or In Combination,*
2022,CA-530,"Black, African American or African",In_Combination,*
2022,CA-530,Hispanic/Latina/e/o,Alone,*
2022,CA-530,Hispanic/Latina/e/o,Alone or In Combination,62
2022,CA-530,Hispanic/Latina/e/o,In_Combination,55
2022,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-530,Native Hawaiian or Pacific Islander,Alone or In Combination,*
2022,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-530,White,Alone,98
2022,CA-530,White,Alone or In Combination,154
2022,CA-530,White,In_Combination,56
2022,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,21
2022,CA-531,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,82
2022,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,61
2022,CA-531,Asian or Asian American,Alone,*
2022,CA-531,Asian or Asian American,Alone or In Combination,16
2022,CA-531,Asian or Asian American,In_Combination,*
2022,CA-531,"Black, African American or African",Alone,21
2022,CA-531,"Black, African American or African",Alone or In Combination,30
2022,CA-531,"Black, African American or African",In_Combination,*
2022,CA-531,Hispanic/Latina/e/o,Alone,25
2022,CA-531,Hispanic/Latina/e/o,Alone or In Combination,121
2022,CA-531,Hispanic/Latina/e/o,In_Combination,96
2022,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-531,Native Hawaiian or Pacific Islander,Alone or In Combination,*
2022,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-531,White,Alone,758
2022,CA-531,White,Alone or In Combination,886
2022,CA-531,White,In_Combination,128
2022,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,540
2022,CA-600,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,1947
2022,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1407
2022,CA-600,Asian or Asian American,Alone,1086
2022,CA-600,Asian or Asian American,Alone or In Combination,1392
2022,CA-600,Asian or Asian American,In_Combination,306
2022,CA-600,"Black, African American or African",Alone,31410
2022,CA-600,"Black, African American or African",Alone or In Combination,33731
2022,CA-600,"Black, African American or African",In_Combination,2321
2022,CA-600,Hispanic/Latina/e/o,Alone,6597
2022,CA-600,Hispanic/Latina/e/o,Alone or In Combination,34029
2022,CA-600,Hispanic/Latina/e/o,In_Combination,27432
2022,CA-600,Native Hawaiian or Pacific Islander,Alone,405
2022,CA-600,Native Hawaiian or Pacific Islander,Alone or In Combination,902
2022,CA-600,Native Hawaiian or Pacific Islander,In_Combination,497
2022,CA-600,White,Alone,17325
2022,CA-600,White,Alone or In Combination,43222
2022,CA-600,White,In_Combination,25897
2022,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,291
2022,CA-601,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,1003
2022,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,712
2022,CA-601,Asian or Asian American,Alone,392
2022,CA-601,Asian or Asian American,Alone or In Combination,599
2022,CA-601,Asian or Asian American,In_Combination,207
2022,CA-601,"Black, African American or African",Alone,5815
2022,CA-601,"Black, African American or African",Alone or In Combination,7112
2022,CA-601,"Black, African American or African",In_Combination,1297
2022,CA-601,Hispanic/Latina/e/o,Alone,659
2022,CA-601,Hispanic/Latina/e/o,Alone or In Combination,8449
2022,CA-601,Hispanic/Latina/e/o,In_Combination,7790
2022,CA-601,Native Hawaiian or Pacific Islander,Alone,320
2022,CA-601,Native Hawaiian or Pacific Islander,Alone or In Combination,778
2022,CA-601,Native Hawaiian or Pacific Islander,In_Combination,458
2022,CA-601,White,Alone,8663
2022,CA-601,White,Alone or In Combination,15939
2022,CA-601,White,In_Combination,7276
2022,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,118
2022,CA-602,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,634
2022,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,516
2022,CA-602,Asian or Asian American,Alone,422
2022,CA-602,Asian or Asian American,Alone or In Combination,582
2022,CA-602,Asian or Asian American,In_Combination,160
2022,CA-602,"Black, African American or African",Alone,1829
2022,CA-602,"Black, African American or African",Alone or In Combination,2302
2022,CA-602,"Black, African American or African",In_Combination,473
2022,CA-602,Hispanic/Latina/e/o,Alone,513
2022,CA-602,Hispanic/Latina/e/o,Alone or In Combination,8330
2022,CA-602,Hispanic/Latina/e/o,In_Combination,7817
2022,CA-602,Native Hawaiian or Pacific Islander,Alone,171
2022,CA-602,Native Hawaiian or Pacific Islander,Alone or In Combination,327
2022,CA-602,Native Hawaiian or Pacific Islander,In_Combination,156
2022,CA-602,White,Alone,6344
2022,CA-602,White,Alone or In Combination,13791
2022,CA-602,White,In_Combination,7447
2022,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,59
2022,CA-603,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,345
2022,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,286
2022,CA-603,Asian or Asian American,Alone,47
2022,CA-603,Asian or Asian American,Alone or In Combination,79
2022,CA-603,Asian or Asian American,In_Combination,32
2022,CA-603,"Black, African American or African",Alone,256
2022,CA-603,"Black, African American or African",Alone or In Combination,389
2022,CA-603,"Black, African American or African",In_Combination,133
2022,CA-603,Hispanic/Latina/e/o,Alone,244
2022,CA-603,Hispanic/Latina/e/o,Alone or In Combination,2335
2022,CA-603,Hispanic/Latina/e/o,In_Combination,2091
2022,CA-603,Native Hawaiian or Pacific Islander,Alone,30
2022,CA-603,Native Hawaiian or Pacific Islander,Alone or In Combination,65
2022,CA-603,Native Hawaiian or Pacific Islander,In_Combination,35
2022,CA-603,White,Alone,1551
