CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2018,CA-612,Hispanic/Latina/e/o,In_Combination,227
2018,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-612,Native Hawaiian or Pacific Islander,Alone or In Combination,12
2018,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-612,White,Alone,123
2018,CA-612,White,Alone or In Combination,333
2018,CA-612,White,In_Combination,210
2018,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-613,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,*
2018,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2018,CA-613,Asian or Asian American,Alone,*
2018,CA-613,Asian or Asian American,Alone or In Combination,*
2018,CA-613,Asian or Asian American,In_Combination,*
2018,CA-613,"Black, African American or African",Alone,31
2018,CA-613,"Black, African American or African",Alone or In Combination,41
2018,CA-613,"Black, African American or African",In_Combination,*
2018,CA-613,Hispanic/Latina/e/o,Alone,21
2018,CA-613,Hispanic/Latina/e/o,Alone or In Combination,754
2018,CA-613,Hispanic/Latina/e/o,In_Combination,733
2018,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-613,Native Hawaiian or Pacific Islander,Alone or In Combination,*
2018,CA-613,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-613,White,Alone,55
2018,CA-613,White,Alone or In Combination,784
2018,CA-613,White,In_Combination,729
2018,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,25
2018,CA-614,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,103
2018,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,78
2018,CA-614,Asian or Asian American,Alone,*
2018,CA-614,Asian or Asian American,Alone or In Combination,17
2018,CA-614,Asian or Asian American,In_Combination,*
2018,CA-614,"Black, African American or African",Alone,79
2018,CA-614,"Black, African American or African",Alone or In Combination,125
2018,CA-614,"Black, African American or African",In_Combination,46
2018,CA-614,Hispanic/Latina/e/o,Alone,137
2018,CA-614,Hispanic/Latina/e/o,Alone or In Combination,610
2018,CA-614,Hispanic/Latina/e/o,In_Combination,473
2018,CA-614,Native Hawaiian or Pacific Islander,Alone,13
2018,CA-614,Native Hawaiian or Pacific Islander,Alone or In Combination,26
2018,CA-614,Native Hawaiian or Pacific Islander,In_Combination,13
2018,CA-614,White,Alone,987
2018,CA-614,White,Alone or In Combination,1471
2018,CA-614,White,In_Combination,484
2019,Statewide,"American Indian, Alaska Native, or Indigenous",Alone,2424
2019,Statewide,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,10812
2019,Statewide,"American Indian, Alaska Native, or Indigenous",In_Combination,8388
2019,Statewide,Asian or Asian American,Alone,3543
2019,Statewide,Asian or Asian American,Alone or In Combination,5384
2019,Statewide,Asian or Asian American,In_Combination,1841
2019,Statewide,"Black, African American or African",Alone,69444
2019,Statewide,"Black, African American or African",Alone or In Combination,78843
2019,Statewide,"Black, African American or African",In_Combination,9399
2019,Statewide,Hispanic/Latina/e/o,Alone,7529
2019,Statewide,Hispanic/Latina/e/o,Alone or In Combination,79485
2019,Statewide,Hispanic/Latina/e/o,In_Combination,71956
2019,Statewide,Native Hawaiian or Pacific Islander,Alone,2170
2019,Statewide,Native Hawaiian or Pacific Islander,Alone or In Combination,4566
2019,Statewide,Native Hawaiian or Pacific Islander,In_Combination,2396
2019,Statewide,White,Alone,66364
2019,Statewide,White,Alone or In Combination,134838
2019,Statewide,White,In_Combination,68474
2019,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,130
2019,CA-500,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,943
2019,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,813
2019,CA-500,Asian or Asian American,Alone,450
2019,CA-500,Asian or Asian American,Alone or In Combination,583
2019,CA-500,Asian or Asian American,In_Combination,133
2019,CA-500,"Black, African American or African",Alone,1524
2019,CA-500,"Black, African American or African",Alone or In Combination,1947
2019,CA-500,"Black, African American or African",In_Combination,423
2019,CA-500,Hispanic/Latina/e/o,Alone,519
2019,CA-500,Hispanic/Latina/e/o,Alone or In Combination,5314
2019,CA-500,Hispanic/Latina/e/o,In_Combination,4795
2019,CA-500,Native Hawaiian or Pacific Islander,Alone,133
2019,CA-500,Native Hawaiian or Pacific Islander,Alone or In Combination,295
2019,CA-500,Native Hawaiian or Pacific Islander,In_Combination,162
2019,CA-500,White,Alone,2656
2019,CA-500,White,Alone or In Combination,6981
2019,CA-500,White,In_Combination,4325
2019,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,129
2019,CA-501,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,633
2019,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,504
2019,CA-501,Asian or Asian American,Alone,275
2019,CA-501,Asian or Asian American,Alone or In Combination,396
2019,CA-501,Asian or Asian American,In_Combination,121
2019,CA-501,"Black, African American or African",Alone,2999
2019,CA-501,"Black, African American or African",Alone or In Combination,3490
2019,CA-501,"Black, African American or African",In_Combination,491
2019,CA-501,Hispanic/Latina/e/o,Alone,689
2019,CA-501,Hispanic/Latina/e/o,Alone or In Combination,2378
2019,CA-501,Hispanic/Latina/e/o,In_Combination,1689
2019,CA-501,Native Hawaiian or Pacific Islander,Alone,178
2019,CA-501,Native Hawaiian or Pacific Islander,Alone or In Combination,302
2019,CA-501,Native Hawaiian or Pacific Islander,In_Combination,124
2019,CA-501,White,Alone,1488
2019,CA-501,White,Alone or In Combination,2884
2019,CA-501,White,In_Combination,1396
2019,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,93
2019,CA-502,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,582
2019,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,489
2019,CA-502,Asian or Asian American,Alone,169
2019,CA-502,Asian or Asian American,Alone or In Combination,284
2019,CA-502,Asian or Asian American,In_Combination,115
2019,CA-502,"Black, African American or African",Alone,4060
2019,CA-502,"Black, African American or African",Alone or In Combination,4633
2019,CA-502,"Black, African American or African",In_Combination,573
2019,CA-502,Hispanic/Latina/e/o,Alone,78
2019,CA-502,Hispanic/Latina/e/o,Alone or In Combination,1391
2019,CA-502,Hispanic/Latina/e/o,In_Combination,1313
2019,CA-502,Native Hawaiian or Pacific Islander,Alone,127
2019,CA-502,Native Hawaiian or Pacific Islander,Alone or In Combination,263
2019,CA-502,Native Hawaiian or Pacific Islander,In_Combination,136
2019,CA-502,White,Alone,1172
2019,CA-502,White,Alone or In Combination,2232
2019,CA-502,White,In_Combination,1060
2019,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,138
2019,CA-503,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,577
2019,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,439
2019,CA-503,Asian or Asian American,Alone,147
2019,CA-503,Asian or Asian American,Alone or In Combination,282
2019,CA-503,Asian or Asian American,In_Combination,135
2019,CA-503,"Black, African American or African",Alone,4990
2019,CA-503,"Black, African American or African",Alone or In Combination,5886
2019,CA-503,"Black, African American or African",In_Combination,896
2019,CA-503,Hispanic/Latina/e/o,Alone,97
2019,CA-503,Hispanic/Latina/e/o,Alone or In Combination,1996
2019,CA-503,Hispanic/Latina/e/o,In_Combination,1899
2019,CA-503,Native Hawaiian or Pacific Islander,Alone,123
2019,CA-503,Native Hawaiian or Pacific Islander,Alone or In Combination,243
2019,CA-503,Native Hawaiian or Pacific Islander,In_Combination,120
2019,CA-503,White,Alone,3348
2019,CA-503,White,Alone or In Combination,5334
2019,CA-503,White,In_Combination,1986
2019,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,95
2019,CA-504,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,498
2019,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,403
2019,CA-504,Asian or Asian American,Alone,26
2019,CA-504,Asian or Asian American,Alone or In Combination,48
2019,CA-504,Asian or Asian American,In_Combination,22
2019,CA-504,"Black, African American or African",Alone,227
2019,CA-504,"Black, African American or African",Alone or In Combination,302
2019,CA-504,"Black, African American or African",In_Combination,75
2019,CA-504,Hispanic/Latina/e/o,Alone,64
2019,CA-504,Hispanic/Latina/e/o,Alone or In Combination,786
2019,CA-504,Hispanic/Latina/e/o,In_Combination,722
2019,CA-504,Native Hawaiian or Pacific Islander,Alone,38
2019,CA-504,Native Hawaiian or Pacific Islander,Alone or In Combination,90
2019,CA-504,Native Hawaiian or Pacific Islander,In_Combination,52
2019,CA-504,White,Alone,1863
2019,CA-504,White,Alone or In Combination,2504
2019,CA-504,White,In_Combination,641
2019,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,73
2019,CA-505,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,682
2019,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,609
2019,CA-505,Asian or Asian American,Alone,106
2019,CA-505,Asian or Asian American,Alone or In Combination,181
2019,CA-505,Asian or Asian American,In_Combination,75
2019,CA-505,"Black, African American or African",Alone,2794
2019,CA-505,"Black, African American or African",Alone or In Combination,3131
2019,CA-505,"Black, African American or African",In_Combination,337
2019,CA-505,Hispanic/Latina/e/o,Alone,81
2019,CA-505,Hispanic/Latina/e/o,Alone or In Combination,1304
2019,CA-505,Hispanic/Latina/e/o,In_Combination,1223
2019,CA-505,Native Hawaiian or Pacific Islander,Alone,89
2019,CA-505,Native Hawaiian or Pacific Islander,Alone or In Combination,214
2019,CA-505,Native Hawaiian or Pacific Islander,In_Combination,125
2019,CA-505,White,Alone,2053
2019,CA-505,White,Alone or In Combination,2873
2019,CA-505,White,In_Combination,820
2019,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,28
2019,CA-506,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,120
2019,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,92
2019,CA-506,Asian or Asian American,Alone,26
2019,CA-506,Asian or Asian American,Alone or In Combination,63
2019,CA-506,Asian or Asian American,In_Combination,37
2019,CA-506,"Black, African American or African",Alone,167
2019,CA-506,"Black, African American or African",Alone or In Combination,276
2019,CA-506,"Black, African American or African",In_Combination,109
2019,CA-506,Hispanic/Latina/e/o,Alone,73
2019,CA-506,Hispanic/Latina/e/o,Alone or In Combination,1605
2019,CA-506,Hispanic/Latina/e/o,In_Combination,1532
2019,CA-506,Native Hawaiian or Pacific Islander,Alone,31
2019,CA-506,Native Hawaiian or Pacific Islander,Alone or In Combination,63
2019,CA-506,Native Hawaiian or Pacific Islander,In_Combination,32
2019,CA-506,White,Alone,570
2019,CA-506,White,Alone or In Combination,2027
2019,CA-506,White,In_Combination,1457
2019,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,23
2019,CA-507,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,41
2019,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,18
2019,CA-507,Asian or Asian American,Alone,23
2019,CA-507,Asian or Asian American,Alone or In Combination,30
2019,CA-507,Asian or Asian American,In_Combination,*
2019,CA-507,"Black, African American or African",Alone,259
2019,CA-507,"Black, African American or African",Alone or In Combination,336
2019,CA-507,"Black, African American or African",In_Combination,77
2019,CA-507,Hispanic/Latina/e/o,Alone,75
2019,CA-507,Hispanic/Latina/e/o,Alone or In Combination,344
2019,CA-507,Hispanic/Latina/e/o,In_Combination,269
2019,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-507,Native Hawaiian or Pacific Islander,Alone or In Combination,25
2019,CA-507,Native Hawaiian or Pacific Islander,In_Combination,17
2019,CA-507,White,Alone,539
2019,CA-507,White,Alone or In Combination,810
2019,CA-507,White,In_Combination,271
2019,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,30
2019,CA-508,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,195
2019,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,165
2019,CA-508,Asian or Asian American,Alone,11
2019,CA-508,Asian or Asian American,Alone or In Combination,29
2019,CA-508,Asian or Asian American,In_Combination,18
2019,CA-508,"Black, African American or African",Alone,96
2019,CA-508,"Black, African American or African",Alone or In Combination,155
2019,CA-508,"Black, African American or African",In_Combination,59
2019,CA-508,Hispanic/Latina/e/o,Alone,75
2019,CA-508,Hispanic/Latina/e/o,Alone or In Combination,904
2019,CA-508,Hispanic/Latina/e/o,In_Combination,829
2019,CA-508,Native Hawaiian or Pacific Islander,Alone,20
2019,CA-508,Native Hawaiian or Pacific Islander,Alone or In Combination,47
2019,CA-508,Native Hawaiian or Pacific Islander,In_Combination,27
2019,CA-508,White,Alone,1032
2019,CA-508,White,Alone or In Combination,1821
2019,CA-508,White,In_Combination,789
2019,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,60
2019,CA-509,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,116
2019,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,56
2019,CA-509,Asian or Asian American,Alone,*
2019,CA-509,Asian or Asian American,Alone or In Combination,*
2019,CA-509,Asian or Asian American,In_Combination,*
2019,CA-509,"Black, African American or African",Alone,17
2019,CA-509,"Black, African American or African",Alone or In Combination,31
2019,CA-509,"Black, African American or African",In_Combination,14
2019,CA-509,Hispanic/Latina/e/o,Alone,11
2019,CA-509,Hispanic/Latina/e/o,Alone or In Combination,131
2019,CA-509,Hispanic/Latina/e/o,In_Combination,120
2019,CA-509,Native Hawaiian or Pacific Islander,Alone,13
2019,CA-509,Native Hawaiian or Pacific Islander,Alone or In Combination,22
2019,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-509,White,Alone,529
2019,CA-509,White,Alone or In Combination,652
2019,CA-509,White,In_Combination,123
2019,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,70
2019,CA-510,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,374
2019,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,304
2019,CA-510,Asian or Asian American,Alone,78
2019,CA-510,Asian or Asian American,Alone or In Combination,170
2019,CA-510,Asian or Asian American,In_Combination,92
2019,CA-510,"Black, African American or African",Alone,754
2019,CA-510,"Black, African American or African",Alone or In Combination,1116
2019,CA-510,"Black, African American or African",In_Combination,362
2019,CA-510,Hispanic/Latina/e/o,Alone,263
2019,CA-510,Hispanic/Latina/e/o,Alone or In Combination,2497
2019,CA-510,Hispanic/Latina/e/o,In_Combination,2234
2019,CA-510,Native Hawaiian or Pacific Islander,Alone,41
2019,CA-510,Native Hawaiian or Pacific Islander,Alone or In Combination,123
2019,CA-510,Native Hawaiian or Pacific Islander,In_Combination,82
2019,CA-510,White,Alone,2327
2019,CA-510,White,Alone or In Combination,4624
2019,CA-510,White,In_Combination,2297
2019,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,69
2019,CA-511,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,349
2019,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,280
2019,CA-511,Asian or Asian American,Alone,179
2019,CA-511,Asian or Asian American,Alone or In Combination,329
2019,CA-511,Asian or Asian American,In_Combination,150
2019,CA-511,"Black, African American or African",Alone,3093
2019,CA-511,"Black, African American or African",Alone or In Combination,3642
2019,CA-511,"Black, African American or African",In_Combination,549
2019,CA-511,Hispanic/Latina/e/o,Alone,366
2019,CA-511,Hispanic/Latina/e/o,Alone or In Combination,3328
2019,CA-511,Hispanic/Latina/e/o,In_Combination,2962
2019,CA-511,Native Hawaiian or Pacific Islander,Alone,94
2019,CA-511,Native Hawaiian or Pacific Islander,Alone or In Combination,242
2019,CA-511,Native Hawaiian or Pacific Islander,In_Combination,148
2019,CA-511,White,Alone,2292
2019,CA-511,White,Alone or In Combination,5284
2019,CA-511,White,In_Combination,2992
2019,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,35
2019,CA-512,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,246
2019,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,211
2019,CA-512,Asian or Asian American,Alone,156
2019,CA-512,Asian or Asian American,Alone or In Combination,208
2019,CA-512,Asian or Asian American,In_Combination,52
2019,CA-512,"Black, African American or African",Alone,606
2019,CA-512,"Black, African American or African",Alone or In Combination,715
2019,CA-512,"Black, African American or African",In_Combination,109
2019,CA-512,Hispanic/Latina/e/o,Alone,113
2019,CA-512,Hispanic/Latina/e/o,Alone or In Combination,1438
2019,CA-512,Hispanic/Latina/e/o,In_Combination,1325
2019,CA-512,Native Hawaiian or Pacific Islander,Alone,300
2019,CA-512,Native Hawaiian or Pacific Islander,Alone or In Combination,351
2019,CA-512,Native Hawaiian or Pacific Islander,In_Combination,51
2019,CA-512,White,Alone,991
2019,CA-512,White,Alone or In Combination,2194
2019,CA-512,White,In_Combination,1203
2019,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,58
2019,CA-513,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,166
2019,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,108
2019,CA-513,Asian or Asian American,Alone,17
2019,CA-513,Asian or Asian American,Alone or In Combination,23
2019,CA-513,Asian or Asian American,In_Combination,*
2019,CA-513,"Black, African American or African",Alone,371
2019,CA-513,"Black, African American or African",Alone or In Combination,447
2019,CA-513,"Black, African American or African",In_Combination,76
2019,CA-513,Hispanic/Latina/e/o,Alone,143
2019,CA-513,Hispanic/Latina/e/o,Alone or In Combination,1791
2019,CA-513,Hispanic/Latina/e/o,In_Combination,1648
2019,CA-513,Native Hawaiian or Pacific Islander,Alone,24
2019,CA-513,Native Hawaiian or Pacific Islander,Alone or In Combination,61
2019,CA-513,Native Hawaiian or Pacific Islander,In_Combination,37
2019,CA-513,White,Alone,1173
2019,CA-513,White,Alone or In Combination,2753
2019,CA-513,White,In_Combination,1580
2019,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,58
2019,CA-514,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,189
2019,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,131
2019,CA-514,Asian or Asian American,Alone,57
2019,CA-514,Asian or Asian American,Alone or In Combination,75
2019,CA-514,Asian or Asian American,In_Combination,18
2019,CA-514,"Black, African American or African",Alone,728
2019,CA-514,"Black, African American or African",Alone or In Combination,854
2019,CA-514,"Black, African American or African",In_Combination,126
2019,CA-514,Hispanic/Latina/e/o,Alone,117
2019,CA-514,Hispanic/Latina/e/o,Alone or In Combination,1465
2019,CA-514,Hispanic/Latina/e/o,In_Combination,1348
2019,CA-514,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-514,Native Hawaiian or Pacific Islander,Alone or In Combination,32
2019,CA-514,Native Hawaiian or Pacific Islander,In_Combination,23
2019,CA-514,White,Alone,827
2019,CA-514,White,Alone or In Combination,2093
2019,CA-514,White,In_Combination,1266
2019,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,37
2019,CA-515,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,164
2019,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,127
2019,CA-515,Asian or Asian American,Alone,21
2019,CA-515,Asian or Asian American,Alone or In Combination,48
2019,CA-515,Asian or Asian American,In_Combination,27
2019,CA-515,"Black, African American or African",Alone,123
2019,CA-515,"Black, African American or African",Alone or In Combination,227
2019,CA-515,"Black, African American or African",In_Combination,104
2019,CA-515,Hispanic/Latina/e/o,Alone,37
2019,CA-515,Hispanic/Latina/e/o,Alone or In Combination,369
2019,CA-515,Hispanic/Latina/e/o,In_Combination,332
2019,CA-515,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-515,Native Hawaiian or Pacific Islander,Alone or In Combination,26
2019,CA-515,Native Hawaiian or Pacific Islander,In_Combination,20
2019,CA-515,White,Alone,1044
2019,CA-515,White,Alone or In Combination,1440
2019,CA-515,White,In_Combination,396
2019,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,27
2019,CA-516,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,98
2019,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,71
2019,CA-516,Asian or Asian American,Alone,*
2019,CA-516,Asian or Asian American,Alone or In Combination,*
2019,CA-516,Asian or Asian American,In_Combination,*
2019,CA-516,"Black, African American or African",Alone,41
2019,CA-516,"Black, African American or African",Alone or In Combination,57
2019,CA-516,"Black, African American or African",In_Combination,16
2019,CA-516,Hispanic/Latina/e/o,Alone,*
2019,CA-516,Hispanic/Latina/e/o,Alone or In Combination,59
2019,CA-516,Hispanic/Latina/e/o,In_Combination,56
2019,CA-516,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-516,Native Hawaiian or Pacific Islander,Alone or In Combination,15
2019,CA-516,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-516,White,Alone,558
2019,CA-516,White,Alone or In Combination,669
2019,CA-516,White,In_Combination,111
2019,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,16
2019,CA-517,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,88
2019,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,72
2019,CA-517,Asian or Asian American,Alone,*
2019,CA-517,Asian or Asian American,Alone or In Combination,13
2019,CA-517,Asian or Asian American,In_Combination,*
2019,CA-517,"Black, African American or African",Alone,50
2019,CA-517,"Black, African American or African",Alone or In Combination,67
2019,CA-517,"Black, African American or African",In_Combination,17
2019,CA-517,Hispanic/Latina/e/o,Alone,12
2019,CA-517,Hispanic/Latina/e/o,Alone or In Combination,283
2019,CA-517,Hispanic/Latina/e/o,In_Combination,271
2019,CA-517,Native Hawaiian or Pacific Islander,Alone,12
2019,CA-517,Native Hawaiian or Pacific Islander,Alone or In Combination,24
2019,CA-517,Native Hawaiian or Pacific Islander,In_Combination,12
2019,CA-517,White,Alone,529
2019,CA-517,White,Alone or In Combination,761
2019,CA-517,White,In_Combination,232
2019,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,15
2019,CA-518,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,80
2019,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,65
2019,CA-518,Asian or Asian American,Alone,13
2019,CA-518,Asian or Asian American,Alone or In Combination,30
2019,CA-518,Asian or Asian American,In_Combination,17
2019,CA-518,"Black, African American or African",Alone,460
2019,CA-518,"Black, African American or African",Alone or In Combination,547
2019,CA-518,"Black, African American or African",In_Combination,87
2019,CA-518,Hispanic/Latina/e/o,Alone,*
2019,CA-518,Hispanic/Latina/e/o,Alone or In Combination,210
2019,CA-518,Hispanic/Latina/e/o,In_Combination,204
2019,CA-518,Native Hawaiian or Pacific Islander,Alone,18
2019,CA-518,Native Hawaiian or Pacific Islander,Alone or In Combination,42
2019,CA-518,Native Hawaiian or Pacific Islander,In_Combination,24
2019,CA-518,White,Alone,357
2019,CA-518,White,Alone or In Combination,596
2019,CA-518,White,In_Combination,239
2019,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,56
2019,CA-519,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,136
2019,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,80
2019,CA-519,Asian or Asian American,Alone,16
2019,CA-519,Asian or Asian American,Alone or In Combination,26
2019,CA-519,Asian or Asian American,In_Combination,*
2019,CA-519,"Black, African American or African",Alone,117
2019,CA-519,"Black, African American or African",Alone or In Combination,189
2019,CA-519,"Black, African American or African",In_Combination,72
2019,CA-519,Hispanic/Latina/e/o,Alone,*
2019,CA-519,Hispanic/Latina/e/o,Alone or In Combination,210
2019,CA-519,Hispanic/Latina/e/o,In_Combination,202
2019,CA-519,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-519,Native Hawaiian or Pacific Islander,Alone or In Combination,19
2019,CA-519,Native Hawaiian or Pacific Islander,In_Combination,14
2019,CA-519,White,Alone,1235
2019,CA-519,White,Alone or In Combination,1481
2019,CA-519,White,In_Combination,246
2019,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,27
2019,CA-520,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,229
2019,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,202
2019,CA-520,Asian or Asian American,Alone,55
2019,CA-520,Asian or Asian American,Alone or In Combination,89
2019,CA-520,Asian or Asian American,In_Combination,34
2019,CA-520,"Black, African American or African",Alone,484
2019,CA-520,"Black, African American or African",Alone or In Combination,606
2019,CA-520,"Black, African American or African",In_Combination,122
2019,CA-520,Hispanic/Latina/e/o,Alone,123
2019,CA-520,Hispanic/Latina/e/o,Alone or In Combination,1641
2019,CA-520,Hispanic/Latina/e/o,In_Combination,1518
2019,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-520,Native Hawaiian or Pacific Islander,Alone or In Combination,33
2019,CA-520,Native Hawaiian or Pacific Islander,In_Combination,23
2019,CA-520,White,Alone,764
2019,CA-520,White,Alone or In Combination,2144
2019,CA-520,White,In_Combination,1380
2019,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,20
2019,CA-521,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,84
2019,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2019,CA-521,Asian or Asian American,Alone,11
2019,CA-521,Asian or Asian American,Alone or In Combination,17
2019,CA-521,Asian or Asian American,In_Combination,*
2019,CA-521,"Black, African American or African",Alone,256
2019,CA-521,"Black, African American or African",Alone or In Combination,308
2019,CA-521,"Black, African American or African",In_Combination,52
2019,CA-521,Hispanic/Latina/e/o,Alone,13
2019,CA-521,Hispanic/Latina/e/o,Alone or In Combination,379
2019,CA-521,Hispanic/Latina/e/o,In_Combination,366
2019,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-521,Native Hawaiian or Pacific Islander,Alone or In Combination,18
2019,CA-521,Native Hawaiian or Pacific Islander,In_Combination,11
2019,CA-521,White,Alone,446
2019,CA-521,White,Alone or In Combination,778
2019,CA-521,White,In_Combination,332
2019,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,88
2019,CA-522,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,204
2019,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,116
2019,CA-522,Asian or Asian American,Alone,*
2019,CA-522,Asian or Asian American,Alone or In Combination,20
2019,CA-522,Asian or Asian American,In_Combination,*
2019,CA-522,"Black, African American or African",Alone,65
2019,CA-522,"Black, African American or African",Alone or In Combination,102
2019,CA-522,"Black, African American or African",In_Combination,37
2019,CA-522,Hispanic/Latina/e/o,Alone,12
2019,CA-522,Hispanic/Latina/e/o,Alone or In Combination,136
2019,CA-522,Hispanic/Latina/e/o,In_Combination,124
2019,CA-522,Native Hawaiian or Pacific Islander,Alone,11
2019,CA-522,Native Hawaiian or Pacific Islander,Alone or In Combination,33
2019,CA-522,Native Hawaiian or Pacific Islander,In_Combination,22
2019,CA-522,White,Alone,972
2019,CA-522,White,Alone or In Combination,1164
2019,CA-522,White,In_Combination,192
2019,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,18
2019,CA-523,"American Indian, Alaska Native, or Indigenous",Alone or In Combination,22
2019,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-523,Asian or Asian American,Alone,*
2019,CA-523,Asian or Asian American,Alone or In Combination,*
2019,CA-523,Asian or Asian American,In_Combination,*
2019,CA-523,"Black, African American or African",Alone,11
2019,CA-523,"Black, African American or African",Alone or In Combination,15
2019,CA-523,"Black, African American or African",In_Combination,*
2019,CA-523,Hispanic/Latina/e/o,Alone,19
2019,CA-523,Hispanic/Latina/e/o,Alone or In Combination,146
2019,CA-523,Hispanic/Latina/e/o,In_Combination,127
2019,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-523,Native Hawaiian or Pacific Islander,Alone or In Combination,*
2019,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-523,White,Alone,189
