calendar_year,location_id,location,age_group_public,experiencing_homelessness_cnt
2017,CA-502,Alameda County CoC,18-24,857
2017,CA-502,Alameda County CoC,25-34,932
2017,CA-502,Alameda County CoC,35-44,741
2017,CA-502,Alameda County CoC,45-54,899
2017,CA-502,Alameda County CoC,55-64,895
2017,CA-502,Alameda County CoC,65+,300
2017,CA-502,Alameda County CoC,Under 18,1823
2017,CA-502,Alameda County CoC,Unknown,25
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,17
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,24
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,28
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,27
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,21
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,54
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,41
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,88
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,78
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,70
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,52
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,17
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,192
2017,CA-519,Butte County CoC,18-24,120
2017,CA-519,Butte County CoC,25-34,271
2017,CA-519,Butte County CoC,35-44,207
2017,CA-519,Butte County CoC,45-54,200
2017,CA-519,Butte County CoC,55-64,186
2017,CA-519,Butte County CoC,65+,54
2017,CA-519,Butte County CoC,Under 18,320
2017,Statewide,California,18-24,16235
2017,Statewide,California,25-34,27719
2017,Statewide,California,35-44,24895
2017,Statewide,California,45-54,26571
2017,Statewide,California,55-64,23108
2017,Statewide,California,65+,7378
2017,Statewide,California,Invalid,90
2017,Statewide,California,Under 18,51590
2017,Statewide,California,Unknown,3257
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,23
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,31
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,20
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,119
2017,CA-505,Contra Costa County CoC,18-24,362
2017,CA-505,Contra Costa County CoC,25-34,764
2017,CA-505,Contra Costa County CoC,35-44,784
2017,CA-505,Contra Costa County CoC,45-54,845
2017,CA-505,Contra Costa County CoC,55-64,747
2017,CA-505,Contra Costa County CoC,65+,268
2017,CA-505,Contra Costa County CoC,Under 18,1056
2017,CA-525,El Dorado County CoC,18-24,18
2017,CA-525,El Dorado County CoC,25-34,30
2017,CA-525,El Dorado County CoC,35-44,36
2017,CA-525,El Dorado County CoC,45-54,47
2017,CA-525,El Dorado County CoC,55-64,37
2017,CA-525,El Dorado County CoC,Under 18,120
2017,CA-514,"Fresno, Madera Counties CoC",18-24,214
2017,CA-514,"Fresno, Madera Counties CoC",25-34,321
2017,CA-514,"Fresno, Madera Counties CoC",35-44,318
2017,CA-514,"Fresno, Madera Counties CoC",45-54,357
2017,CA-514,"Fresno, Madera Counties CoC",55-64,360
2017,CA-514,"Fresno, Madera Counties CoC",65+,97
2017,CA-514,"Fresno, Madera Counties CoC",Under 18,923
2017,CA-514,"Fresno, Madera Counties CoC",Unknown,17
2017,CA-612,Glendale CoC (Los Angeles County),18-24,25
2017,CA-612,Glendale CoC (Los Angeles County),25-34,59
2017,CA-612,Glendale CoC (Los Angeles County),35-44,48
2017,CA-612,Glendale CoC (Los Angeles County),45-54,72
2017,CA-612,Glendale CoC (Los Angeles County),55-64,57
2017,CA-612,Glendale CoC (Los Angeles County),65+,28
2017,CA-612,Glendale CoC (Los Angeles County),Under 18,130
2017,CA-522,Humboldt County CoC,18-24,83
2017,CA-522,Humboldt County CoC,25-34,153
2017,CA-522,Humboldt County CoC,35-44,132
2017,CA-522,Humboldt County CoC,45-54,126
2017,CA-522,Humboldt County CoC,55-64,141
2017,CA-522,Humboldt County CoC,65+,50
2017,CA-522,Humboldt County CoC,Under 18,325
2017,CA-613,Imperial County CoC,18-24,44
2017,CA-613,Imperial County CoC,25-34,89
2017,CA-613,Imperial County CoC,35-44,81
2017,CA-613,Imperial County CoC,45-54,82
2017,CA-613,Imperial County CoC,55-64,75
2017,CA-613,Imperial County CoC,65+,50
2017,CA-613,Imperial County CoC,Under 18,71
2017,CA-604,Kern County CoC,18-24,422
2017,CA-604,Kern County CoC,25-34,783
2017,CA-604,Kern County CoC,35-44,597
2017,CA-604,Kern County CoC,45-54,602
2017,CA-604,Kern County CoC,55-64,440
2017,CA-604,Kern County CoC,65+,133
2017,CA-604,Kern County CoC,Under 18,1975
2017,CA-513,"Kings, Tulare Counties CoC",18-24,277
2017,CA-513,"Kings, Tulare Counties CoC",25-34,577
2017,CA-513,"Kings, Tulare Counties CoC",35-44,523
2017,CA-513,"Kings, Tulare Counties CoC",45-54,417
2017,CA-513,"Kings, Tulare Counties CoC",55-64,277
2017,CA-513,"Kings, Tulare Counties CoC",65+,82
2017,CA-513,"Kings, Tulare Counties CoC",Under 18,799
2017,CA-529,Lake County CoC,Under 18,15
2017,CA-606,Long Beach CoC (Los Angeles County),18-24,94
2017,CA-606,Long Beach CoC (Los Angeles County),25-34,169
2017,CA-606,Long Beach CoC (Los Angeles County),35-44,141
2017,CA-606,Long Beach CoC (Los Angeles County),45-54,240
2017,CA-606,Long Beach CoC (Los Angeles County),55-64,298
2017,CA-606,Long Beach CoC (Los Angeles County),65+,111
2017,CA-606,Long Beach CoC (Los Angeles County),Under 18,423
2017,CA-600,Los Angeles County CoC,18-24,5907
2017,CA-600,Los Angeles County CoC,25-34,8929
2017,CA-600,Los Angeles County CoC,35-44,7896
2017,CA-600,Los Angeles County CoC,45-54,8933
2017,CA-600,Los Angeles County CoC,55-64,7606
2017,CA-600,Los Angeles County CoC,65+,2310
2017,CA-600,Los Angeles County CoC,Invalid,28
2017,CA-600,Los Angeles County CoC,Under 18,12137
2017,CA-600,Los Angeles County CoC,Unknown,1143
2017,CA-507,Marin County CoC,18-24,101
2017,CA-507,Marin County CoC,25-34,247
2017,CA-507,Marin County CoC,35-44,266
2017,CA-507,Marin County CoC,45-54,302
2017,CA-507,Marin County CoC,55-64,285
2017,CA-507,Marin County CoC,65+,111
2017,CA-507,Marin County CoC,Under 18,299
2017,CA-509,Mendocino County CoC,18-24,95
2017,CA-509,Mendocino County CoC,25-34,132
2017,CA-509,Mendocino County CoC,35-44,133
2017,CA-509,Mendocino County CoC,45-54,151
2017,CA-509,Mendocino County CoC,55-64,122
2017,CA-509,Mendocino County CoC,65+,44
2017,CA-509,Mendocino County CoC,Under 18,115
2017,CA-520,Merced County CoC,18-24,40
2017,CA-520,Merced County CoC,25-34,84
2017,CA-520,Merced County CoC,35-44,116
2017,CA-520,Merced County CoC,45-54,132
2017,CA-520,Merced County CoC,55-64,158
2017,CA-520,Merced County CoC,65+,37
2017,CA-520,Merced County CoC,Under 18,35
2017,CA-506,"Monterey, San Benito Counties CoC",18-24,177
2017,CA-506,"Monterey, San Benito Counties CoC",25-34,347
2017,CA-506,"Monterey, San Benito Counties CoC",35-44,251
2017,CA-506,"Monterey, San Benito Counties CoC",45-54,245
2017,CA-506,"Monterey, San Benito Counties CoC",55-64,241
2017,CA-506,"Monterey, San Benito Counties CoC",65+,101
2017,CA-506,"Monterey, San Benito Counties CoC",Under 18,868
2017,CA-517,Napa County CoC,18-24,76
2017,CA-517,Napa County CoC,25-34,193
2017,CA-517,Napa County CoC,35-44,152
2017,CA-517,Napa County CoC,45-54,175
2017,CA-517,Napa County CoC,55-64,147
2017,CA-517,Napa County CoC,65+,27
2017,CA-517,Napa County CoC,Under 18,174
2017,CA-531,Nevada County CoC,18-24,42
2017,CA-531,Nevada County CoC,25-34,76
2017,CA-531,Nevada County CoC,35-44,95
2017,CA-531,Nevada County CoC,45-54,85
2017,CA-531,Nevada County CoC,55-64,76
2017,CA-531,Nevada County CoC,65+,24
2017,CA-531,Nevada County CoC,Under 18,66
2017,CA-602,Orange County CoC,18-24,577
2017,CA-602,Orange County CoC,25-34,1227
2017,CA-602,Orange County CoC,35-44,1179
2017,CA-602,Orange County CoC,45-54,1237
2017,CA-602,Orange County CoC,55-64,1077
2017,CA-602,Orange County CoC,65+,512
2017,CA-602,Orange County CoC,Invalid,13
2017,CA-602,Orange County CoC,Under 18,2823
2017,CA-602,Orange County CoC,Unknown,1823
2017,CA-607,Pasadena CoC (Los Angeles County),18-24,92
2017,CA-607,Pasadena CoC (Los Angeles County),25-34,161
2017,CA-607,Pasadena CoC (Los Angeles County),35-44,219
2017,CA-607,Pasadena CoC (Los Angeles County),45-54,229
2017,CA-607,Pasadena CoC (Los Angeles County),55-64,193
2017,CA-607,Pasadena CoC (Los Angeles County),65+,98
2017,CA-607,Pasadena CoC (Los Angeles County),Under 18,296
2017,CA-515,Placer County CoC,18-24,96
2017,CA-515,Placer County CoC,25-34,219
2017,CA-515,Placer County CoC,35-44,227
2017,CA-515,Placer County CoC,45-54,226
2017,CA-515,Placer County CoC,55-64,197
2017,CA-515,Placer County CoC,65+,58
2017,CA-515,Placer County CoC,Under 18,311
2017,CA-608,Riverside County CoC,18-24,680
2017,CA-608,Riverside County CoC,25-34,1061
2017,CA-608,Riverside County CoC,35-44,994
2017,CA-608,Riverside County CoC,45-54,1085
2017,CA-608,Riverside County CoC,55-64,852
2017,CA-608,Riverside County CoC,65+,269
2017,CA-608,Riverside County CoC,Under 18,1627
2017,CA-608,Riverside County CoC,Unknown,88
2017,CA-503,Sacramento County CoC,18-24,951
2017,CA-503,Sacramento County CoC,25-34,1670
2017,CA-503,Sacramento County CoC,35-44,1504
2017,CA-503,Sacramento County CoC,45-54,1651
2017,CA-503,Sacramento County CoC,55-64,1231
2017,CA-503,Sacramento County CoC,65+,322
2017,CA-503,Sacramento County CoC,Under 18,3850
2017,CA-609,San Bernardino County CoC,18-24,612
2017,CA-609,San Bernardino County CoC,25-34,1201
2017,CA-609,San Bernardino County CoC,35-44,919
2017,CA-609,San Bernardino County CoC,45-54,697
2017,CA-609,San Bernardino County CoC,55-64,555
2017,CA-609,San Bernardino County CoC,65+,165
2017,CA-609,San Bernardino County CoC,Under 18,4131
2017,CA-601,San Diego County CoC,18-24,730
2017,CA-601,San Diego County CoC,25-34,1555
2017,CA-601,San Diego County CoC,35-44,1667
2017,CA-601,San Diego County CoC,45-54,2057
2017,CA-601,San Diego County CoC,55-64,2149
2017,CA-601,San Diego County CoC,65+,577
2017,CA-601,San Diego County CoC,Invalid,12
2017,CA-601,San Diego County CoC,Under 18,2797
2017,CA-601,San Diego County CoC,Unknown,22
2017,CA-501,San Francisco CoC,18-24,540
2017,CA-501,San Francisco CoC,25-34,464
2017,CA-501,San Francisco CoC,35-44,478
2017,CA-501,San Francisco CoC,45-54,579
2017,CA-501,San Francisco CoC,55-64,503
2017,CA-501,San Francisco CoC,65+,182
2017,CA-501,San Francisco CoC,Under 18,1499
2017,CA-501,San Francisco CoC,Unknown,47
2017,CA-511,San Joaquin County CoC,18-24,666
2017,CA-511,San Joaquin County CoC,25-34,1281
2017,CA-511,San Joaquin County CoC,35-44,943
2017,CA-511,San Joaquin County CoC,45-54,721
2017,CA-511,San Joaquin County CoC,55-64,521
2017,CA-511,San Joaquin County CoC,65+,177
2017,CA-511,San Joaquin County CoC,Under 18,3537
2017,CA-614,San Luis Obispo County CoC,18-24,137
2017,CA-614,San Luis Obispo County CoC,25-34,356
2017,CA-614,San Luis Obispo County CoC,35-44,264
2017,CA-614,San Luis Obispo County CoC,45-54,224
2017,CA-614,San Luis Obispo County CoC,55-64,201
2017,CA-614,San Luis Obispo County CoC,65+,80
2017,CA-614,San Luis Obispo County CoC,Under 18,592
2017,CA-512,San Mateo County CoC,18-24,279
2017,CA-512,San Mateo County CoC,25-34,614
2017,CA-512,San Mateo County CoC,35-44,518
2017,CA-512,San Mateo County CoC,45-54,510
2017,CA-512,San Mateo County CoC,55-64,487
2017,CA-512,San Mateo County CoC,65+,153
2017,CA-512,San Mateo County CoC,Under 18,1235
2017,CA-603,Santa Barbara County CoC,18-24,175
2017,CA-603,Santa Barbara County CoC,25-34,477
2017,CA-603,Santa Barbara County CoC,35-44,442
2017,CA-603,Santa Barbara County CoC,45-54,471
2017,CA-603,Santa Barbara County CoC,55-64,439
2017,CA-603,Santa Barbara County CoC,65+,162
2017,CA-603,Santa Barbara County CoC,Under 18,543
2017,CA-500,Santa Clara County CoC,18-24,776
2017,CA-500,Santa Clara County CoC,25-34,1497
2017,CA-500,Santa Clara County CoC,35-44,1428
2017,CA-500,Santa Clara County CoC,45-54,1630
2017,CA-500,Santa Clara County CoC,55-64,1490
2017,CA-500,Santa Clara County CoC,65+,490
2017,CA-500,Santa Clara County CoC,Under 18,2340
2017,CA-508,Santa Cruz County CoC,18-24,105
2017,CA-508,Santa Cruz County CoC,25-34,284
2017,CA-508,Santa Cruz County CoC,35-44,260
2017,CA-508,Santa Cruz County CoC,45-54,313
2017,CA-508,Santa Cruz County CoC,55-64,284
2017,CA-508,Santa Cruz County CoC,65+,125
2017,CA-508,Santa Cruz County CoC,Under 18,453
2017,CA-508,Santa Cruz County CoC,Unknown,13
2017,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,29
2017,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,57
2017,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,47
2017,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,22
2017,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,23
2017,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,103
2017,CA-518,Solano County CoC,18-24,75
2017,CA-518,Solano County CoC,25-34,156
2017,CA-518,Solano County CoC,35-44,140
2017,CA-518,Solano County CoC,45-54,147
2017,CA-518,Solano County CoC,55-64,174
2017,CA-518,Solano County CoC,65+,74
2017,CA-518,Solano County CoC,Under 18,250
2017,CA-518,Solano County CoC,Unknown,12
2017,CA-504,Sonoma County CoC,18-24,269
2017,CA-504,Sonoma County CoC,25-34,420
2017,CA-504,Sonoma County CoC,35-44,436
2017,CA-504,Sonoma County CoC,45-54,468
2017,CA-504,Sonoma County CoC,55-64,461
2017,CA-504,Sonoma County CoC,65+,145
2017,CA-504,Sonoma County CoC,Under 18,622
2017,CA-510,Stanislaus County CoC,18-24,515
2017,CA-510,Stanislaus County CoC,25-34,940
2017,CA-510,Stanislaus County CoC,35-44,802
2017,CA-510,Stanislaus County CoC,45-54,631
2017,CA-510,Stanislaus County CoC,55-64,473
2017,CA-510,Stanislaus County CoC,65+,127
2017,CA-510,Stanislaus County CoC,Under 18,2426
2017,CA-527,Tehama County CoC,18-24,29
2017,CA-527,Tehama County CoC,25-34,80
2017,CA-527,Tehama County CoC,35-44,70
2017,CA-527,Tehama County CoC,45-54,60
2017,CA-527,Tehama County CoC,55-64,78
2017,CA-527,Tehama County CoC,65+,22
2017,CA-527,Tehama County CoC,Under 18,53
2017,CA-611,Ventura County CoC,18-24,144
2017,CA-611,Ventura County CoC,25-34,313
2017,CA-611,Ventura County CoC,35-44,326
2017,CA-611,Ventura County CoC,45-54,348
2017,CA-611,Ventura County CoC,55-64,321
2017,CA-611,Ventura County CoC,65+,91
2017,CA-611,Ventura County CoC,Under 18,649
2017,CA-521,Yolo County CoC,18-24,40
2017,CA-521,Yolo County CoC,25-34,109
2017,CA-521,Yolo County CoC,35-44,91
2017,CA-521,Yolo County CoC,45-54,89
2017,CA-521,Yolo County CoC,55-64,65
2017,CA-521,Yolo County CoC,Under 18,129
2018,CA-502,Alameda County CoC,18-24,752
2018,CA-502,Alameda County CoC,25-34,942
2018,CA-502,Alameda County CoC,35-44,812
2018,CA-502,Alameda County CoC,45-54,897
2018,CA-502,Alameda County CoC,55-64,950
2018,CA-502,Alameda County CoC,65+,381
2018,CA-502,Alameda County CoC,Under 18,1722
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,20
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,41
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,28
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,33
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,19
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,11
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,67
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,51
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,117
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,89
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,77
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,74
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,29
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,266
2018,CA-519,Butte County CoC,18-24,115
2018,CA-519,Butte County CoC,25-34,253
2018,CA-519,Butte County CoC,35-44,243
2018,CA-519,Butte County CoC,45-54,235
2018,CA-519,Butte County CoC,55-64,206
2018,CA-519,Butte County CoC,65+,88
2018,CA-519,Butte County CoC,Under 18,325
2018,Statewide,California,18-24,18257
2018,Statewide,California,25-34,32740
2018,Statewide,California,35-44,29740
2018,Statewide,California,45-54,30492
2018,Statewide,California,55-64,27832
2018,Statewide,California,65+,9588
2018,Statewide,California,Invalid,90
2018,Statewide,California,Under 18,56471
2018,Statewide,California,Unknown,6284
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,36
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,60
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,34
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,13
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,195
2018,CA-505,Contra Costa County CoC,18-24,385
2018,CA-505,Contra Costa County CoC,25-34,948
2018,CA-505,Contra Costa County CoC,35-44,887
2018,CA-505,Contra Costa County CoC,45-54,948
2018,CA-505,Contra Costa County CoC,55-64,936
2018,CA-505,Contra Costa County CoC,65+,340
2018,CA-505,Contra Costa County CoC,Under 18,1104
2018,CA-525,El Dorado County CoC,25-34,25
2018,CA-525,El Dorado County CoC,35-44,39
2018,CA-525,El Dorado County CoC,45-54,39
2018,CA-525,El Dorado County CoC,55-64,37
2018,CA-525,El Dorado County CoC,65+,18
2018,CA-525,El Dorado County CoC,Under 18,226
2018,CA-514,"Fresno, Madera Counties CoC",18-24,300
2018,CA-514,"Fresno, Madera Counties CoC",25-34,378
2018,CA-514,"Fresno, Madera Counties CoC",35-44,375
2018,CA-514,"Fresno, Madera Counties CoC",45-54,433
2018,CA-514,"Fresno, Madera Counties CoC",55-64,422
2018,CA-514,"Fresno, Madera Counties CoC",65+,125
2018,CA-514,"Fresno, Madera Counties CoC",Under 18,922
2018,CA-514,"Fresno, Madera Counties CoC",Unknown,33
2018,CA-612,Glendale CoC (Los Angeles County),18-24,31
2018,CA-612,Glendale CoC (Los Angeles County),25-34,79
2018,CA-612,Glendale CoC (Los Angeles County),35-44,60
2018,CA-612,Glendale CoC (Los Angeles County),45-54,92
2018,CA-612,Glendale CoC (Los Angeles County),55-64,65
2018,CA-612,Glendale CoC (Los Angeles County),65+,26
2018,CA-612,Glendale CoC (Los Angeles County),Under 18,148
2018,CA-522,Humboldt County CoC,18-24,163
2018,CA-522,Humboldt County CoC,25-34,168
2018,CA-522,Humboldt County CoC,35-44,147
2018,CA-522,Humboldt County CoC,45-54,131
2018,CA-522,Humboldt County CoC,55-64,121
2018,CA-522,Humboldt County CoC,65+,42
2018,CA-522,Humboldt County CoC,Under 18,315
2018,CA-613,Imperial County CoC,18-24,80
2018,CA-613,Imperial County CoC,25-34,142
2018,CA-613,Imperial County CoC,35-44,108
2018,CA-613,Imperial County CoC,45-54,97
2018,CA-613,Imperial County CoC,55-64,72
2018,CA-613,Imperial County CoC,65+,46
2018,CA-613,Imperial County CoC,Under 18,314
2018,CA-604,Kern County CoC,18-24,412
2018,CA-604,Kern County CoC,25-34,809
2018,CA-604,Kern County CoC,35-44,638
2018,CA-604,Kern County CoC,45-54,592
2018,CA-604,Kern County CoC,55-64,511
2018,CA-604,Kern County CoC,65+,134
2018,CA-604,Kern County CoC,Under 18,2052
2018,CA-513,"Kings, Tulare Counties CoC",18-24,271
2018,CA-513,"Kings, Tulare Counties CoC",25-34,538
2018,CA-513,"Kings, Tulare Counties CoC",35-44,573
2018,CA-513,"Kings, Tulare Counties CoC",45-54,422
2018,CA-513,"Kings, Tulare Counties CoC",55-64,278
2018,CA-513,"Kings, Tulare Counties CoC",65+,79
2018,CA-513,"Kings, Tulare Counties CoC",Under 18,815
2018,CA-529,Lake County CoC,55-64,17
2018,CA-529,Lake County CoC,Under 18,29
2018,CA-606,Long Beach CoC (Los Angeles County),18-24,167
2018,CA-606,Long Beach CoC (Los Angeles County),25-34,381
2018,CA-606,Long Beach CoC (Los Angeles County),35-44,335
2018,CA-606,Long Beach CoC (Los Angeles County),45-54,474
2018,CA-606,Long Beach CoC (Los Angeles County),55-64,553
2018,CA-606,Long Beach CoC (Los Angeles County),65+,206
2018,CA-606,Long Beach CoC (Los Angeles County),Under 18,675
2018,CA-600,Los Angeles County CoC,18-24,7076
2018,CA-600,Los Angeles County CoC,25-34,11951
2018,CA-600,Los Angeles County CoC,35-44,10630
2018,CA-600,Los Angeles County CoC,45-54,11311
2018,CA-600,Los Angeles County CoC,55-64,10109
2018,CA-600,Los Angeles County CoC,65+,3284
2018,CA-600,Los Angeles County CoC,Invalid,46
2018,CA-600,Los Angeles County CoC,Under 18,15195
2018,CA-600,Los Angeles County CoC,Unknown,3989
2018,CA-507,Marin County CoC,18-24,73
2018,CA-507,Marin County CoC,25-34,225
2018,CA-507,Marin County CoC,35-44,210
2018,CA-507,Marin County CoC,45-54,253
2018,CA-507,Marin County CoC,55-64,227
2018,CA-507,Marin County CoC,65+,106
2018,CA-507,Marin County CoC,Under 18,248
2018,CA-509,Mendocino County CoC,18-24,68
2018,CA-509,Mendocino County CoC,25-34,101
2018,CA-509,Mendocino County CoC,35-44,105
2018,CA-509,Mendocino County CoC,45-54,112
2018,CA-509,Mendocino County CoC,55-64,106
2018,CA-509,Mendocino County CoC,65+,41
2018,CA-509,Mendocino County CoC,Under 18,111
2018,CA-509,Mendocino County CoC,Unknown,21
2018,CA-520,Merced County CoC,18-24,69
2018,CA-520,Merced County CoC,25-34,154
2018,CA-520,Merced County CoC,35-44,184
2018,CA-520,Merced County CoC,45-54,202
2018,CA-520,Merced County CoC,55-64,219
2018,CA-520,Merced County CoC,65+,59
2018,CA-520,Merced County CoC,Under 18,20
2018,CA-506,"Monterey, San Benito Counties CoC",18-24,151
2018,CA-506,"Monterey, San Benito Counties CoC",25-34,373
2018,CA-506,"Monterey, San Benito Counties CoC",35-44,352
2018,CA-506,"Monterey, San Benito Counties CoC",45-54,316
2018,CA-506,"Monterey, San Benito Counties CoC",55-64,339
2018,CA-506,"Monterey, San Benito Counties CoC",65+,139
2018,CA-506,"Monterey, San Benito Counties CoC",Under 18,915
2018,CA-517,Napa County CoC,18-24,67
2018,CA-517,Napa County CoC,25-34,175
2018,CA-517,Napa County CoC,35-44,168
2018,CA-517,Napa County CoC,45-54,166
2018,CA-517,Napa County CoC,55-64,180
2018,CA-517,Napa County CoC,65+,38
2018,CA-517,Napa County CoC,Under 18,137
2018,CA-531,Nevada County CoC,18-24,59
2018,CA-531,Nevada County CoC,25-34,78
2018,CA-531,Nevada County CoC,35-44,113
2018,CA-531,Nevada County CoC,45-54,100
2018,CA-531,Nevada County CoC,55-64,107
2018,CA-531,Nevada County CoC,65+,39
2018,CA-531,Nevada County CoC,Under 18,53
2018,CA-602,Orange County CoC,18-24,600
2018,CA-602,Orange County CoC,25-34,1556
2018,CA-602,Orange County CoC,35-44,1452
2018,CA-602,Orange County CoC,45-54,1601
2018,CA-602,Orange County CoC,55-64,1290
2018,CA-602,Orange County CoC,65+,781
2018,CA-602,Orange County CoC,Under 18,2936
2018,CA-602,Orange County CoC,Unknown,1796
2018,CA-607,Pasadena CoC (Los Angeles County),18-24,108
2018,CA-607,Pasadena CoC (Los Angeles County),25-34,223
2018,CA-607,Pasadena CoC (Los Angeles County),35-44,206
2018,CA-607,Pasadena CoC (Los Angeles County),45-54,271
2018,CA-607,Pasadena CoC (Los Angeles County),55-64,257
2018,CA-607,Pasadena CoC (Los Angeles County),65+,142
2018,CA-607,Pasadena CoC (Los Angeles County),Under 18,364
2018,CA-515,Placer County CoC,18-24,93
2018,CA-515,Placer County CoC,25-34,249
2018,CA-515,Placer County CoC,35-44,247
2018,CA-515,Placer County CoC,45-54,271
2018,CA-515,Placer County CoC,55-64,219
2018,CA-515,Placer County CoC,65+,78
2018,CA-515,Placer County CoC,Under 18,382
2018,CA-608,Riverside County CoC,18-24,684
2018,CA-608,Riverside County CoC,25-34,1231
2018,CA-608,Riverside County CoC,35-44,1104
2018,CA-608,Riverside County CoC,45-54,1136
2018,CA-608,Riverside County CoC,55-64,1005
2018,CA-608,Riverside County CoC,65+,300
2018,CA-608,Riverside County CoC,Under 18,1650
2018,CA-608,Riverside County CoC,Unknown,47
2018,CA-503,Sacramento County CoC,18-24,1161
2018,CA-503,Sacramento County CoC,25-34,1602
2018,CA-503,Sacramento County CoC,35-44,1542
2018,CA-503,Sacramento County CoC,45-54,1644
2018,CA-503,Sacramento County CoC,55-64,1346
2018,CA-503,Sacramento County CoC,65+,360
2018,CA-503,Sacramento County CoC,Under 18,3994
2018,CA-609,San Bernardino County CoC,18-24,555
2018,CA-609,San Bernardino County CoC,25-34,1020
2018,CA-609,San Bernardino County CoC,35-44,897
2018,CA-609,San Bernardino County CoC,45-54,662
2018,CA-609,San Bernardino County CoC,55-64,549
2018,CA-609,San Bernardino County CoC,65+,163
2018,CA-609,San Bernardino County CoC,Under 18,3553
2018,CA-601,San Diego County CoC,18-24,960
2018,CA-601,San Diego County CoC,25-34,2280
2018,CA-601,San Diego County CoC,35-44,2239
2018,CA-601,San Diego County CoC,45-54,2621
2018,CA-601,San Diego County CoC,55-64,2786
2018,CA-601,San Diego County CoC,65+,838
2018,CA-601,San Diego County CoC,Under 18,3325
2018,CA-601,San Diego County CoC,Unknown,136
2018,CA-501,San Francisco CoC,18-24,701
2018,CA-501,San Francisco CoC,25-34,803
2018,CA-501,San Francisco CoC,35-44,728
2018,CA-501,San Francisco CoC,45-54,702
2018,CA-501,San Francisco CoC,55-64,597
2018,CA-501,San Francisco CoC,65+,218
2018,CA-501,San Francisco CoC,Under 18,1865
2018,CA-501,San Francisco CoC,Unknown,49
2018,CA-511,San Joaquin County CoC,18-24,790
2018,CA-511,San Joaquin County CoC,25-34,1508
2018,CA-511,San Joaquin County CoC,35-44,1111
2018,CA-511,San Joaquin County CoC,45-54,827
2018,CA-511,San Joaquin County CoC,55-64,611
2018,CA-511,San Joaquin County CoC,65+,200
2018,CA-511,San Joaquin County CoC,Under 18,4125
2018,CA-614,San Luis Obispo County CoC,18-24,142
2018,CA-614,San Luis Obispo County CoC,25-34,320
