calendar_year,location_id,location,age_group_public,experiencing_homelessness_cnt
2023,CA-527,Tehama County CoC,65+,40
2023,CA-527,Tehama County CoC,Under 18,187
2023,CA-527,Tehama County CoC,Unknown,49
2023,CA-611,Ventura County CoC,18-24,173
2023,CA-611,Ventura County CoC,25-34,341
2023,CA-611,Ventura County CoC,35-44,476
2023,CA-611,Ventura County CoC,45-54,531
2023,CA-611,Ventura County CoC,55-64,660
2023,CA-611,Ventura County CoC,65+,390
2023,CA-611,Ventura County CoC,Under 18,446
2023,CA-611,Ventura County CoC,Unknown,12
2023,CA-521,Yolo County CoC,18-24,86
2023,CA-521,Yolo County CoC,25-34,213
2023,CA-521,Yolo County CoC,35-44,264
2023,CA-521,Yolo County CoC,45-54,159
2023,CA-521,Yolo County CoC,55-64,165
2023,CA-521,Yolo County CoC,65+,80
2023,CA-521,Yolo County CoC,Under 18,583
2023,CA-524,"Yuba, Sutter Counties CoC",18-24,196
2023,CA-524,"Yuba, Sutter Counties CoC",25-34,477
2023,CA-524,"Yuba, Sutter Counties CoC",35-44,509
2023,CA-524,"Yuba, Sutter Counties CoC",45-54,329
2023,CA-524,"Yuba, Sutter Counties CoC",55-64,334
2023,CA-524,"Yuba, Sutter Counties CoC",65+,147
2023,CA-524,"Yuba, Sutter Counties CoC",Under 18,1022
2024,CA-502,Alameda County CoC,18-24,1290
2024,CA-502,Alameda County CoC,25-34,2735
2024,CA-502,Alameda County CoC,35-44,2772
2024,CA-502,Alameda County CoC,45-54,2296
2024,CA-502,Alameda County CoC,55-64,2288
2024,CA-502,Alameda County CoC,65+,1206
2024,CA-502,Alameda County CoC,Under 18,2780
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,18
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,31
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,11
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,19
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,22
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,56
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,69
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,139
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,174
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,147
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,130
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,124
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,344
2024,CA-519,Butte County CoC,18-24,416
2024,CA-519,Butte County CoC,25-34,906
2024,CA-519,Butte County CoC,35-44,1139
2024,CA-519,Butte County CoC,45-54,722
2024,CA-519,Butte County CoC,55-64,667
2024,CA-519,Butte County CoC,65+,319
2024,CA-519,Butte County CoC,Under 18,1576
2024,CA-519,Butte County CoC,Unknown,14
2024,Statewide,California,18-24,26863
2024,Statewide,California,25-34,60442
2024,Statewide,California,35-44,65986
2024,Statewide,California,45-54,49683
2024,Statewide,California,55-64,45866
2024,Statewide,California,65+,22717
2024,Statewide,California,Invalid,65
2024,Statewide,California,Under 18,78561
2024,Statewide,California,Unknown,7213
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,41
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,91
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,105
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,69
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,53
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,32
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,276
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,14
2024,CA-505,Contra Costa County CoC,18-24,690
2024,CA-505,Contra Costa County CoC,25-34,1456
2024,CA-505,Contra Costa County CoC,35-44,1666
2024,CA-505,Contra Costa County CoC,45-54,1311
2024,CA-505,Contra Costa County CoC,55-64,1352
2024,CA-505,Contra Costa County CoC,65+,604
2024,CA-505,Contra Costa County CoC,Under 18,1770
2024,CA-525,El Dorado County CoC,18-24,51
2024,CA-525,El Dorado County CoC,25-34,71
2024,CA-525,El Dorado County CoC,35-44,93
2024,CA-525,El Dorado County CoC,45-54,72
2024,CA-525,El Dorado County CoC,55-64,122
2024,CA-525,El Dorado County CoC,65+,56
2024,CA-525,El Dorado County CoC,Under 18,168
2024,CA-514,"Fresno, Madera Counties CoC",18-24,907
2024,CA-514,"Fresno, Madera Counties CoC",25-34,2123
2024,CA-514,"Fresno, Madera Counties CoC",35-44,2776
2024,CA-514,"Fresno, Madera Counties CoC",45-54,2248
2024,CA-514,"Fresno, Madera Counties CoC",55-64,1853
2024,CA-514,"Fresno, Madera Counties CoC",65+,665
2024,CA-514,"Fresno, Madera Counties CoC",Under 18,2185
2024,CA-514,"Fresno, Madera Counties CoC",Unknown,100
2024,CA-612,Glendale CoC (Los Angeles County),18-24,45
2024,CA-612,Glendale CoC (Los Angeles County),25-34,126
2024,CA-612,Glendale CoC (Los Angeles County),35-44,132
2024,CA-612,Glendale CoC (Los Angeles County),45-54,104
2024,CA-612,Glendale CoC (Los Angeles County),55-64,117
2024,CA-612,Glendale CoC (Los Angeles County),65+,78
2024,CA-612,Glendale CoC (Los Angeles County),Under 18,162
2024,CA-522,Humboldt County CoC,18-24,153
2024,CA-522,Humboldt County CoC,25-34,325
2024,CA-522,Humboldt County CoC,35-44,466
2024,CA-522,Humboldt County CoC,45-54,435
2024,CA-522,Humboldt County CoC,55-64,359
2024,CA-522,Humboldt County CoC,65+,149
2024,CA-522,Humboldt County CoC,Under 18,429
2024,CA-613,Imperial County CoC,18-24,152
2024,CA-613,Imperial County CoC,25-34,207
2024,CA-613,Imperial County CoC,35-44,168
2024,CA-613,Imperial County CoC,45-54,82
2024,CA-613,Imperial County CoC,55-64,68
2024,CA-613,Imperial County CoC,65+,52
2024,CA-613,Imperial County CoC,Under 18,971
2024,CA-604,Kern County CoC,18-24,730
2024,CA-604,Kern County CoC,25-34,1335
2024,CA-604,Kern County CoC,35-44,1580
2024,CA-604,Kern County CoC,45-54,1211
2024,CA-604,Kern County CoC,55-64,1073
2024,CA-604,Kern County CoC,65+,421
2024,CA-604,Kern County CoC,Under 18,1658
2024,CA-513,"Kings, Tulare Counties CoC",18-24,501
2024,CA-513,"Kings, Tulare Counties CoC",25-34,1034
2024,CA-513,"Kings, Tulare Counties CoC",35-44,1241
2024,CA-513,"Kings, Tulare Counties CoC",45-54,872
2024,CA-513,"Kings, Tulare Counties CoC",55-64,643
2024,CA-513,"Kings, Tulare Counties CoC",65+,270
2024,CA-513,"Kings, Tulare Counties CoC",Under 18,1570
2024,CA-529,Lake County CoC,18-24,21
2024,CA-529,Lake County CoC,25-34,43
2024,CA-529,Lake County CoC,35-44,54
2024,CA-529,Lake County CoC,45-54,55
2024,CA-529,Lake County CoC,55-64,83
2024,CA-529,Lake County CoC,65+,31
2024,CA-529,Lake County CoC,Under 18,47
2024,CA-606,Long Beach CoC (Los Angeles County),18-24,363
2024,CA-606,Long Beach CoC (Los Angeles County),25-34,1157
2024,CA-606,Long Beach CoC (Los Angeles County),35-44,1432
2024,CA-606,Long Beach CoC (Los Angeles County),45-54,1156
2024,CA-606,Long Beach CoC (Los Angeles County),55-64,1183
2024,CA-606,Long Beach CoC (Los Angeles County),65+,654
2024,CA-606,Long Beach CoC (Los Angeles County),Under 18,486
2024,CA-606,Long Beach CoC (Los Angeles County),Unknown,76
2024,CA-600,Los Angeles County CoC,18-24,7595
2024,CA-600,Los Angeles County CoC,25-34,20180
2024,CA-600,Los Angeles County CoC,35-44,21009
2024,CA-600,Los Angeles County CoC,45-54,15479
2024,CA-600,Los Angeles County CoC,55-64,13706
2024,CA-600,Los Angeles County CoC,65+,6722
2024,CA-600,Los Angeles County CoC,Invalid,14
2024,CA-600,Los Angeles County CoC,Under 18,16833
2024,CA-600,Los Angeles County CoC,Unknown,3109
2024,CA-507,Marin County CoC,18-24,128
2024,CA-507,Marin County CoC,25-34,264
2024,CA-507,Marin County CoC,35-44,314
2024,CA-507,Marin County CoC,45-54,243
2024,CA-507,Marin County CoC,55-64,304
2024,CA-507,Marin County CoC,65+,178
2024,CA-507,Marin County CoC,Under 18,480
2024,CA-507,Marin County CoC,Unknown,17
2024,CA-509,Mendocino County CoC,18-24,69
2024,CA-509,Mendocino County CoC,25-34,166
2024,CA-509,Mendocino County CoC,35-44,236
2024,CA-509,Mendocino County CoC,45-54,173
2024,CA-509,Mendocino County CoC,55-64,177
2024,CA-509,Mendocino County CoC,65+,94
2024,CA-509,Mendocino County CoC,Under 18,321
2024,CA-520,Merced County CoC,18-24,188
2024,CA-520,Merced County CoC,25-34,344
2024,CA-520,Merced County CoC,35-44,462
2024,CA-520,Merced County CoC,45-54,342
2024,CA-520,Merced County CoC,55-64,310
2024,CA-520,Merced County CoC,65+,155
2024,CA-520,Merced County CoC,Under 18,737
2024,CA-506,"Monterey, San Benito Counties CoC",18-24,365
2024,CA-506,"Monterey, San Benito Counties CoC",25-34,568
2024,CA-506,"Monterey, San Benito Counties CoC",35-44,610
2024,CA-506,"Monterey, San Benito Counties CoC",45-54,467
2024,CA-506,"Monterey, San Benito Counties CoC",55-64,399
2024,CA-506,"Monterey, San Benito Counties CoC",65+,238
2024,CA-506,"Monterey, San Benito Counties CoC",Under 18,1094
2024,CA-517,Napa County CoC,18-24,66
2024,CA-517,Napa County CoC,25-34,174
2024,CA-517,Napa County CoC,35-44,245
2024,CA-517,Napa County CoC,45-54,153
2024,CA-517,Napa County CoC,55-64,171
2024,CA-517,Napa County CoC,65+,75
2024,CA-517,Napa County CoC,Under 18,235
2024,CA-531,Nevada County CoC,18-24,74
2024,CA-531,Nevada County CoC,25-34,218
2024,CA-531,Nevada County CoC,35-44,235
2024,CA-531,Nevada County CoC,45-54,187
2024,CA-531,Nevada County CoC,55-64,185
2024,CA-531,Nevada County CoC,65+,119
2024,CA-531,Nevada County CoC,Under 18,199
2024,CA-602,Orange County CoC,18-24,1261
2024,CA-602,Orange County CoC,25-34,3443
2024,CA-602,Orange County CoC,35-44,3858
2024,CA-602,Orange County CoC,45-54,3116
2024,CA-602,Orange County CoC,55-64,2966
2024,CA-602,Orange County CoC,65+,1392
2024,CA-602,Orange County CoC,Under 18,3518
2024,CA-602,Orange County CoC,Unknown,3330
2024,CA-607,Pasadena CoC (Los Angeles County),18-24,106
2024,CA-607,Pasadena CoC (Los Angeles County),25-34,265
2024,CA-607,Pasadena CoC (Los Angeles County),35-44,258
2024,CA-607,Pasadena CoC (Los Angeles County),45-54,211
2024,CA-607,Pasadena CoC (Los Angeles County),55-64,257
2024,CA-607,Pasadena CoC (Los Angeles County),65+,131
2024,CA-607,Pasadena CoC (Los Angeles County),Under 18,214
2024,CA-607,Pasadena CoC (Los Angeles County),Unknown,50
2024,CA-515,Placer County CoC,18-24,245
2024,CA-515,Placer County CoC,25-34,440
2024,CA-515,Placer County CoC,35-44,544
2024,CA-515,Placer County CoC,45-54,453
2024,CA-515,Placer County CoC,55-64,399
2024,CA-515,Placer County CoC,65+,199
2024,CA-515,Placer County CoC,Under 18,366
2024,CA-608,Riverside County CoC,18-24,940
2024,CA-608,Riverside County CoC,25-34,2521
2024,CA-608,Riverside County CoC,35-44,2448
2024,CA-608,Riverside County CoC,45-54,1689
2024,CA-608,Riverside County CoC,55-64,1467
2024,CA-608,Riverside County CoC,65+,724
2024,CA-608,Riverside County CoC,Under 18,4316
2024,CA-608,Riverside County CoC,Unknown,78
2024,CA-503,Sacramento County CoC,18-24,1396
2024,CA-503,Sacramento County CoC,25-34,2193
2024,CA-503,Sacramento County CoC,35-44,2505
2024,CA-503,Sacramento County CoC,45-54,1970
2024,CA-503,Sacramento County CoC,55-64,2000
2024,CA-503,Sacramento County CoC,65+,942
2024,CA-503,Sacramento County CoC,Under 18,4706
2024,CA-503,Sacramento County CoC,Unknown,17
2024,CA-609,San Bernardino County CoC,18-24,600
2024,CA-609,San Bernardino County CoC,25-34,1290
2024,CA-609,San Bernardino County CoC,35-44,1344
2024,CA-609,San Bernardino County CoC,45-54,972
2024,CA-609,San Bernardino County CoC,55-64,890
2024,CA-609,San Bernardino County CoC,65+,477
2024,CA-609,San Bernardino County CoC,Under 18,2725
2024,CA-609,San Bernardino County CoC,Unknown,37
2024,CA-601,San Diego County CoC,18-24,2032
2024,CA-601,San Diego County CoC,25-34,4425
2024,CA-601,San Diego County CoC,35-44,4937
2024,CA-601,San Diego County CoC,45-54,3963
2024,CA-601,San Diego County CoC,55-64,3936
2024,CA-601,San Diego County CoC,65+,2001
2024,CA-601,San Diego County CoC,Invalid,23
2024,CA-601,San Diego County CoC,Under 18,6311
2024,CA-601,San Diego County CoC,Unknown,145
2024,CA-501,San Francisco CoC,18-24,2276
2024,CA-501,San Francisco CoC,25-34,4646
2024,CA-501,San Francisco CoC,35-44,4648
2024,CA-501,San Francisco CoC,45-54,3016
2024,CA-501,San Francisco CoC,55-64,2216
2024,CA-501,San Francisco CoC,65+,1014
2024,CA-501,San Francisco CoC,Under 18,4835
2024,CA-501,San Francisco CoC,Unknown,29
2024,CA-511,San Joaquin County CoC,18-24,743
2024,CA-511,San Joaquin County CoC,25-34,1523
2024,CA-511,San Joaquin County CoC,35-44,1438
2024,CA-511,San Joaquin County CoC,45-54,924
2024,CA-511,San Joaquin County CoC,55-64,778
2024,CA-511,San Joaquin County CoC,65+,433
2024,CA-511,San Joaquin County CoC,Under 18,4428
2024,CA-511,San Joaquin County CoC,Unknown,11
2024,CA-614,San Luis Obispo County CoC,18-24,224
2024,CA-614,San Luis Obispo County CoC,25-34,497
2024,CA-614,San Luis Obispo County CoC,35-44,622
2024,CA-614,San Luis Obispo County CoC,45-54,471
2024,CA-614,San Luis Obispo County CoC,55-64,402
2024,CA-614,San Luis Obispo County CoC,65+,208
2024,CA-614,San Luis Obispo County CoC,Under 18,930
2024,CA-614,San Luis Obispo County CoC,Unknown,20
2024,CA-512,San Mateo County CoC,18-24,309
2024,CA-512,San Mateo County CoC,25-34,802
2024,CA-512,San Mateo County CoC,35-44,915
2024,CA-512,San Mateo County CoC,45-54,675
2024,CA-512,San Mateo County CoC,55-64,666
2024,CA-512,San Mateo County CoC,65+,415
2024,CA-512,San Mateo County CoC,Under 18,1137
2024,CA-512,San Mateo County CoC,Unknown,25
2024,CA-603,Santa Barbara County CoC,18-24,391
2024,CA-603,Santa Barbara County CoC,25-34,635
2024,CA-603,Santa Barbara County CoC,35-44,754
2024,CA-603,Santa Barbara County CoC,45-54,668
2024,CA-603,Santa Barbara County CoC,55-64,681
2024,CA-603,Santa Barbara County CoC,65+,389
2024,CA-603,Santa Barbara County CoC,Under 18,1176
2024,CA-603,Santa Barbara County CoC,Unknown,29
2024,CA-500,Santa Clara County CoC,18-24,1308
2024,CA-500,Santa Clara County CoC,25-34,2504
2024,CA-500,Santa Clara County CoC,35-44,2694
2024,CA-500,Santa Clara County CoC,45-54,2008
2024,CA-500,Santa Clara County CoC,55-64,1957
2024,CA-500,Santa Clara County CoC,65+,963
2024,CA-500,Santa Clara County CoC,Under 18,4626
2024,CA-508,Santa Cruz County CoC,18-24,170
2024,CA-508,Santa Cruz County CoC,25-34,249
2024,CA-508,Santa Cruz County CoC,35-44,344
2024,CA-508,Santa Cruz County CoC,45-54,236
2024,CA-508,Santa Cruz County CoC,55-64,300
2024,CA-508,Santa Cruz County CoC,65+,212
2024,CA-508,Santa Cruz County CoC,Under 18,610
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,176
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,371
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,471
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,328
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,337
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,180
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,744
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,17
2024,CA-518,Solano County CoC,18-24,123
2024,CA-518,Solano County CoC,25-34,470
2024,CA-518,Solano County CoC,35-44,416
2024,CA-518,Solano County CoC,45-54,352
2024,CA-518,Solano County CoC,55-64,379
2024,CA-518,Solano County CoC,65+,190
2024,CA-518,Solano County CoC,Under 18,211
2024,CA-504,Sonoma County CoC,18-24,278
2024,CA-504,Sonoma County CoC,25-34,504
2024,CA-504,Sonoma County CoC,35-44,650
2024,CA-504,Sonoma County CoC,45-54,552
2024,CA-504,Sonoma County CoC,55-64,559
2024,CA-504,Sonoma County CoC,65+,330
2024,CA-504,Sonoma County CoC,Under 18,708
2024,CA-510,Stanislaus County CoC,18-24,510
2024,CA-510,Stanislaus County CoC,25-34,927
2024,CA-510,Stanislaus County CoC,35-44,1031
2024,CA-510,Stanislaus County CoC,45-54,807
2024,CA-510,Stanislaus County CoC,55-64,789
2024,CA-510,Stanislaus County CoC,65+,313
2024,CA-510,Stanislaus County CoC,Under 18,1736
2024,CA-527,Tehama County CoC,18-24,60
2024,CA-527,Tehama County CoC,25-34,107
2024,CA-527,Tehama County CoC,35-44,128
2024,CA-527,Tehama County CoC,45-54,120
2024,CA-527,Tehama County CoC,55-64,123
2024,CA-527,Tehama County CoC,65+,60
2024,CA-527,Tehama County CoC,Under 18,121
2024,CA-527,Tehama County CoC,Unknown,30
2024,CA-611,Ventura County CoC,18-24,224
2024,CA-611,Ventura County CoC,25-34,335
2024,CA-611,Ventura County CoC,35-44,511
2024,CA-611,Ventura County CoC,45-54,502
2024,CA-611,Ventura County CoC,55-64,620
2024,CA-611,Ventura County CoC,65+,359
2024,CA-611,Ventura County CoC,Under 18,485
2024,CA-611,Ventura County CoC,Unknown,16
2024,CA-521,Yolo County CoC,18-24,96
2024,CA-521,Yolo County CoC,25-34,133
2024,CA-521,Yolo County CoC,35-44,194
2024,CA-521,Yolo County CoC,45-54,147
2024,CA-521,Yolo County CoC,55-64,135
2024,CA-521,Yolo County CoC,65+,76
2024,CA-521,Yolo County CoC,Under 18,372
2024,CA-524,"Yuba, Sutter Counties CoC",18-24,165
2024,CA-524,"Yuba, Sutter Counties CoC",25-34,389
2024,CA-524,"Yuba, Sutter Counties CoC",35-44,494
2024,CA-524,"Yuba, Sutter Counties CoC",45-54,316
2024,CA-524,"Yuba, Sutter Counties CoC",55-64,296
2024,CA-524,"Yuba, Sutter Counties CoC",65+,143
2024,CA-524,"Yuba, Sutter Counties CoC",Under 18,914
2025,CA-502,Alameda County CoC,18-24,1298
2025,CA-502,Alameda County CoC,25-34,2684
2025,CA-502,Alameda County CoC,35-44,2955
2025,CA-502,Alameda County CoC,45-54,2406
2025,CA-502,Alameda County CoC,55-64,2474
2025,CA-502,Alameda County CoC,65+,1420
2025,CA-502,Alameda County CoC,Under 18,2938
2025,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,14
2025,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,30
2025,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,43
2025,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,31
2025,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,27
2025,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,31
2025,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,39
2025,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,88
2025,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,188
2025,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,248
2025,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,142
2025,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,154
2025,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,109
2025,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,306
2025,CA-519,Butte County CoC,18-24,444
2025,CA-519,Butte County CoC,25-34,859
2025,CA-519,Butte County CoC,35-44,1068
2025,CA-519,Butte County CoC,45-54,766
2025,CA-519,Butte County CoC,55-64,691
2025,CA-519,Butte County CoC,65+,376
2025,CA-519,Butte County CoC,Under 18,1249
2025,CA-519,Butte County CoC,Unknown,19
2025,Statewide,California,18-24,27088
2025,Statewide,California,25-34,58592
2025,Statewide,California,35-44,68495
2025,Statewide,California,45-54,51087
2025,Statewide,California,55-64,46242
2025,Statewide,California,65+,24385
2025,Statewide,California,Invalid,28
2025,Statewide,California,Under 18,75696
2025,Statewide,California,Unknown,7497
2025,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,59
2025,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,98
2025,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,105
2025,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,60
2025,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,61
2025,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,35
2025,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,248
2025,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,14
2025,CA-505,Contra Costa County CoC,18-24,627
2025,CA-505,Contra Costa County CoC,25-34,1359
2025,CA-505,Contra Costa County CoC,35-44,1657
2025,CA-505,Contra Costa County CoC,45-54,1249
2025,CA-505,Contra Costa County CoC,55-64,1258
2025,CA-505,Contra Costa County CoC,65+,601
2025,CA-505,Contra Costa County CoC,Under 18,1643
2025,CA-525,El Dorado County CoC,18-24,41
2025,CA-525,El Dorado County CoC,25-34,62
2025,CA-525,El Dorado County CoC,35-44,109
2025,CA-525,El Dorado County CoC,45-54,81
2025,CA-525,El Dorado County CoC,55-64,101
2025,CA-525,El Dorado County CoC,65+,66
2025,CA-525,El Dorado County CoC,Under 18,173
2025,CA-514,"Fresno, Madera Counties CoC",18-24,953
2025,CA-514,"Fresno, Madera Counties CoC",25-34,2107
2025,CA-514,"Fresno, Madera Counties CoC",35-44,2808
2025,CA-514,"Fresno, Madera Counties CoC",45-54,2215
2025,CA-514,"Fresno, Madera Counties CoC",55-64,1873
2025,CA-514,"Fresno, Madera Counties CoC",65+,724
2025,CA-514,"Fresno, Madera Counties CoC",Under 18,1953
2025,CA-514,"Fresno, Madera Counties CoC",Unknown,23
2025,CA-612,Glendale CoC (Los Angeles County),18-24,51
2025,CA-612,Glendale CoC (Los Angeles County),25-34,126
2025,CA-612,Glendale CoC (Los Angeles County),35-44,131
2025,CA-612,Glendale CoC (Los Angeles County),45-54,103
2025,CA-612,Glendale CoC (Los Angeles County),55-64,118
2025,CA-612,Glendale CoC (Los Angeles County),65+,76
2025,CA-612,Glendale CoC (Los Angeles County),Under 18,161
2025,CA-522,Humboldt County CoC,18-24,157
2025,CA-522,Humboldt County CoC,25-34,246
2025,CA-522,Humboldt County CoC,35-44,375
2025,CA-522,Humboldt County CoC,45-54,398
2025,CA-522,Humboldt County CoC,55-64,314
2025,CA-522,Humboldt County CoC,65+,133
2025,CA-522,Humboldt County CoC,Under 18,333
2025,CA-522,Humboldt County CoC,Unknown,30
2025,CA-613,Imperial County CoC,18-24,179
2025,CA-613,Imperial County CoC,25-34,223
2025,CA-613,Imperial County CoC,35-44,224
2025,CA-613,Imperial County CoC,45-54,85
2025,CA-613,Imperial County CoC,55-64,41
2025,CA-613,Imperial County CoC,65+,53
2025,CA-613,Imperial County CoC,Under 18,1030
2025,CA-604,Kern County CoC,18-24,677
2025,CA-604,Kern County CoC,25-34,1229
2025,CA-604,Kern County CoC,35-44,1503
2025,CA-604,Kern County CoC,45-54,1180
2025,CA-604,Kern County CoC,55-64,1027
2025,CA-604,Kern County CoC,65+,451
2025,CA-604,Kern County CoC,Under 18,925
2025,CA-513,"Kings, Tulare Counties CoC",18-24,540
2025,CA-513,"Kings, Tulare Counties CoC",25-34,1061
2025,CA-513,"Kings, Tulare Counties CoC",35-44,1441
2025,CA-513,"Kings, Tulare Counties CoC",45-54,951
2025,CA-513,"Kings, Tulare Counties CoC",55-64,724
2025,CA-513,"Kings, Tulare Counties CoC",65+,298
2025,CA-513,"Kings, Tulare Counties CoC",Under 18,1546
2025,CA-529,Lake County CoC,18-24,36
2025,CA-529,Lake County CoC,25-34,42
2025,CA-529,Lake County CoC,35-44,68
2025,CA-529,Lake County CoC,45-54,61
2025,CA-529,Lake County CoC,55-64,74
2025,CA-529,Lake County CoC,65+,48
2025,CA-529,Lake County CoC,Under 18,39
2025,CA-606,Long Beach CoC (Los Angeles County),18-24,412
2025,CA-606,Long Beach CoC (Los Angeles County),25-34,1253
2025,CA-606,Long Beach CoC (Los Angeles County),35-44,1552
2025,CA-606,Long Beach CoC (Los Angeles County),45-54,1248
2025,CA-606,Long Beach CoC (Los Angeles County),55-64,1197
2025,CA-606,Long Beach CoC (Los Angeles County),65+,673
2025,CA-606,Long Beach CoC (Los Angeles County),Under 18,591
2025,CA-606,Long Beach CoC (Los Angeles County),Unknown,44
2025,CA-600,Los Angeles County CoC,18-24,7386
2025,CA-600,Los Angeles County CoC,25-34,19268
2025,CA-600,Los Angeles County CoC,35-44,21930
2025,CA-600,Los Angeles County CoC,45-54,16021
2025,CA-600,Los Angeles County CoC,55-64,14016
2025,CA-600,Los Angeles County CoC,65+,7328
2025,CA-600,Los Angeles County CoC,Under 18,17059
2025,CA-600,Los Angeles County CoC,Unknown,5441
2025,CA-507,Marin County CoC,18-24,133
2025,CA-507,Marin County CoC,25-34,275
2025,CA-507,Marin County CoC,35-44,333
2025,CA-507,Marin County CoC,45-54,233
2025,CA-507,Marin County CoC,55-64,276
2025,CA-507,Marin County CoC,65+,190
2025,CA-507,Marin County CoC,Under 18,537
2025,CA-509,Mendocino County CoC,18-24,64
2025,CA-509,Mendocino County CoC,25-34,143
2025,CA-509,Mendocino County CoC,35-44,220
2025,CA-509,Mendocino County CoC,45-54,157
2025,CA-509,Mendocino County CoC,55-64,160
2025,CA-509,Mendocino County CoC,65+,88
2025,CA-509,Mendocino County CoC,Under 18,245
2025,CA-509,Mendocino County CoC,Unknown,12
2025,CA-520,Merced County CoC,18-24,178
2025,CA-520,Merced County CoC,25-34,380
2025,CA-520,Merced County CoC,35-44,442
2025,CA-520,Merced County CoC,45-54,309
2025,CA-520,Merced County CoC,55-64,265
2025,CA-520,Merced County CoC,65+,149
2025,CA-520,Merced County CoC,Under 18,821
2025,CA-506,"Monterey, San Benito Counties CoC",18-24,338
2025,CA-506,"Monterey, San Benito Counties CoC",25-34,518
2025,CA-506,"Monterey, San Benito Counties CoC",35-44,619
2025,CA-506,"Monterey, San Benito Counties CoC",45-54,473
2025,CA-506,"Monterey, San Benito Counties CoC",55-64,408
2025,CA-506,"Monterey, San Benito Counties CoC",65+,258
2025,CA-506,"Monterey, San Benito Counties CoC",Under 18,1015
2025,CA-517,Napa County CoC,18-24,71
2025,CA-517,Napa County CoC,25-34,164
2025,CA-517,Napa County CoC,35-44,220
2025,CA-517,Napa County CoC,45-54,147
2025,CA-517,Napa County CoC,55-64,171
2025,CA-517,Napa County CoC,65+,68
